t_index	avg_L2_error	std_L2_error	avg_relative_error	std_relative_error
0	2.216720e-04	1.149840e-04	1.803603e-02	4.230431e-03
1	1.497544e-04	8.153003e-05	1.546635e-02	3.509248e-03
2	1.227694e-04	6.106726e-05	1.489209e-02	3.744125e-03
3	1.147469e-04	5.148849e-05	1.526832e-02	4.570595e-03
4	1.152799e-04	4.882286e-05	1.611765e-02	5.790053e-03
5	1.203905e-04	5.211527e-05	1.720084e-02	7.201429e-03
6	1.282498e-04	6.019321e-05	1.838334e-02	8.660532e-03
7	1.378353e-04	7.141721e-05	1.957966e-02	1.007044e-02
8	1.484191e-04	8.431593e-05	2.072733e-02	1.136170e-02
9	1.593547e-04	9.775736e-05	2.177652e-02	1.248424e-02
10	1.700595e-04	1.109220e-04	2.269037e-02	1.340815e-02
11	1.800667e-04	1.232156e-04	2.344758e-02	1.412075e-02
12	1.890194e-04	1.342014e-04	2.404038e-02	1.462310e-02
13	1.966868e-04	1.435914e-04	2.447297e-02	1.492764e-02
14	2.029582e-04	1.512237e-04	2.475821e-02	1.505404e-02
15	2.078241e-04	1.570330e-04	2.491431e-02	1.502531e-02
16	2.113528e-04	1.610235e-04	2.496193e-02	1.486484e-02
17	2.136668e-04	1.632450e-04	2.492213e-02	1.459447e-02
18	2.149197e-04	1.637763e-04	2.481490e-02	1.423349e-02
19	2.152732e-04	1.627192e-04	2.465799e-02	1.379866e-02
20	2.148831e-04	1.601985e-04	2.446638e-02	1.330459e-02
21	2.138963e-04	1.563618e-04	2.425250e-02	1.276419e-02
22	2.124502e-04	1.513752e-04	2.402647e-02	1.218896e-02
23	2.106706e-04	1.454158e-04	2.379646e-02	1.158911e-02
24	2.086696e-04	1.386623e-04	2.356877e-02	1.097357e-02
25	2.065438e-04	1.312876e-04	2.334818e-02	1.035004e-02
26	2.043774e-04	1.234527e-04	2.313831e-02	9.725061e-03
27	2.022448e-04	1.153045e-04	2.294200e-02	9.104140e-03
28	2.002133e-04	1.069746e-04	2.276161e-02	8.491889e-03
29	1.983445e-04	9.858128e-05	2.259923e-02	7.892238e-03
30	1.966966e-04	9.023240e-05	2.245683e-02	7.308662e-03
31	1.953246e-04	8.202988e-05	2.233633e-02	6.744422e-03
32	1.942814e-04	7.407453e-05	2.223970e-02	6.202786e-03
33	1.936175e-04	6.647115e-05	2.216892e-02	5.687206e-03
34	1.933805e-04	5.933422e-05	2.212598e-02	5.201448e-03
35	1.936146e-04	5.279399e-05	2.211285e-02	4.749677e-03
36	1.943595e-04	4.700236e-05	2.213141e-02	4.336479e-03
37	1.956507e-04	4.213479e-05	2.218343e-02	3.966794e-03
38	1.975184e-04	3.838000e-05	2.227045e-02	3.645729e-03
39	1.999873e-04	3.590667e-05	2.239376e-02	3.378186e-03
40	2.030762e-04	3.480636e-05	2.255430e-02	3.168277e-03
41	2.067981e-04	3.504299e-05	2.275258e-02	3.018589e-03
42	2.111601e-04	3.645482e-05	2.298867e-02	2.929507e-03
43	2.161640e-04	3.881442e-05	2.326216e-02	2.898896e-03
44	2.218069e-04	4.190005e-05	2.357217e-02	2.922387e-03
45	2.280819e-04	4.553757e-05	2.391744e-02	2.994193e-03
46	2.349785e-04	4.961006e-05	2.429634e-02	3.108090e-03
47	2.424838e-04	5.404977e-05	2.470699e-02	3.258220e-03
48	2.505828e-04	5.882523e-05	2.514730e-02	3.439521e-03
49	2.592585e-04	6.392906e-05	2.561509e-02	3.647829e-03
50	2.684928e-04	6.936823e-05	2.610809e-02	3.879770e-03
51	2.782661e-04	7.515684e-05	2.662407e-02	4.132585e-03
52	2.885576e-04	8.131098e-05	2.716077e-02	4.403948e-03
53	2.993453e-04	8.784510e-05	2.771601e-02	4.691822e-03
54	3.106058e-04	9.476980e-05	2.828767e-02	4.994361e-03
55	3.223147e-04	1.020905e-04	2.887368e-02	5.309850e-03
56	3.344464e-04	1.098068e-04	2.947205e-02	5.636668e-03
57	3.469741e-04	1.179127e-04	3.008082e-02	5.973272e-03
58	3.598697e-04	1.263964e-04	3.069814e-02	6.318189e-03
59	3.731044e-04	1.352415e-04	3.132215e-02	6.670014e-03
60	3.866484e-04	1.444269e-04	3.195108e-02	7.027408e-03
61	4.004711e-04	1.539284e-04	3.258319e-02	7.389099e-03
62	4.145413e-04	1.637186e-04	3.321675e-02	7.753877e-03
63	4.288272e-04	1.737681e-04	3.385010e-02	8.120595e-03
64	4.432968e-04	1.840459e-04	3.448159e-02	8.488161e-03
65	4.579179e-04	1.945201e-04	3.510961e-02	8.855542e-03
66	4.726582e-04	2.051584e-04	3.573256e-02	9.221752e-03
67	4.874857e-04	2.159286e-04	3.634892e-02	9.585856e-03
68	5.023688e-04	2.267990e-04	3.695718e-02	9.946959e-03
69	5.172766e-04	2.377385e-04	3.755588e-02	1.030421e-02
70	5.321791e-04	2.487177e-04	3.814362e-02	1.065680e-02
71	5.470472e-04	2.597081e-04	3.871906e-02	1.100395e-02
72	5.618536e-04	2.706831e-04	3.928094e-02	1.134493e-02
73	5.765721e-04	2.816180e-04	3.982806e-02	1.167903e-02
74	5.911784e-04	2.924897e-04	4.035933e-02	1.200558e-02
75	6.056504e-04	3.032774e-04	4.087371e-02	1.232396e-02
76	6.199675e-04	3.139617e-04	4.137031e-02	1.263358e-02
77	6.341117e-04	3.245254e-04	4.184829e-02	1.293387e-02
78	6.480666e-04	3.349525e-04	4.230694e-02	1.322432e-02
79	6.618177e-04	3.452284e-04	4.274563e-02	1.350443e-02
80	6.753522e-04	3.553390e-04	4.316380e-02	1.377370e-02
81	6.886581e-04	3.652707e-04	4.356099e-02	1.403167e-02
82	7.017249e-04	3.750101e-04	4.393682e-02	1.427784e-02
83	7.145437e-04	3.845442e-04	4.429099e-02	1.451177e-02
84	7.271088e-04	3.938617e-04	4.462335e-02	1.473304e-02
85	7.394194e-04	4.029542e-04	4.493397e-02	1.494131e-02
86	7.514818e-04	4.118180e-04	4.522314e-02	1.513639e-02
87	7.633108e-04	4.204550e-04	4.549142e-02	1.531823e-02
88	7.749304e-04	4.288743e-04	4.573970e-02	1.548699e-02
89	7.863730e-04	4.370911e-04	4.596907e-02	1.564300e-02
90	7.976786e-04	4.451268e-04	4.618086e-02	1.578676e-02
91	8.088931e-04	4.530072e-04	4.637656e-02	1.591892e-02
92	8.200675e-04	4.607616e-04	4.655776e-02	1.604018e-02
93	8.312566e-04	4.684211e-04	4.672618e-02	1.615134e-02
94	8.425180e-04	4.760185e-04	4.688357e-02	1.625322e-02
95	8.539115e-04	4.835878e-04	4.703171e-02	1.634670e-02
96	8.654978e-04	4.911636e-04	4.717237e-02	1.643268e-02
97	8.773390e-04	4.987815e-04	4.730731e-02	1.651208e-02
98	8.894975e-04	5.064771e-04	4.743825e-02	1.658582e-02
99	9.020367e-04	5.142856e-04	4.756689e-02	1.665473e-02
100	9.150209e-04	5.222411e-04	4.769492e-02	1.671961e-02
101	9.285152e-04	5.303750e-04	4.782402e-02	1.678109e-02
102	9.425855e-04	5.387147e-04	4.795589e-02	1.683967e-02
103	9.572973e-04	5.472815e-04	4.809218e-02	1.689563e-02
104	9.727130e-04	5.560896e-04	4.823448e-02	1.694901e-02
105	9.888910e-04	5.651478e-04	4.838421e-02	1.699974e-02
106	1.005888e-03	5.744664e-04	4.854270e-02	1.704777e-02
107	1.023767e-03	5.840673e-04	4.871127e-02	1.709342e-02
108	1.042606e-03	5.939920e-04	4.889141e-02	1.713750e-02
109	1.062497e-03	6.042994e-04	4.908476e-02	1.718121e-02
110	1.083531e-03	6.150545e-04	4.929282e-02	1.722585e-02
111	1.105794e-03	6.263164e-04	4.951680e-02	1.727252e-02
112	1.129354e-03	6.381326e-04	4.975749e-02	1.732196e-02
113	1.154268e-03	6.505387e-04	5.001534e-02	1.737459e-02
114	1.180577e-03	6.635605e-04	5.029044e-02	1.743055e-02
115	1.208308e-03	6.772130e-04	5.058255e-02	1.748972e-02
116	1.237470e-03	6.914985e-04	5.089109e-02	1.755166e-02
117	1.268059e-03	7.064061e-04	5.121527e-02	1.761566e-02
118	1.300062e-03	7.219156e-04	5.155417e-02	1.768082e-02
119	1.333466e-03	7.380043e-04	5.190689e-02	1.774625e-02
120	1.368257e-03	7.546555e-04	5.227253e-02	1.781133e-02
121	1.404432e-03	7.718648e-04	5.265032e-02	1.787574e-02
122	1.441998e-03	7.896424e-04	5.303966e-02	1.793957e-02
123	1.480975e-03	8.080103e-04	5.344016e-02	1.800311e-02
124	1.521392e-03	8.269950e-04	5.385158e-02	1.806677e-02
125	1.563277e-03	8.466198e-04	5.427371e-02	1.813089e-02
126	1.606657e-03	8.669019e-04	5.470635e-02	1.819568e-02
127	1.651559e-03	8.878534e-04	5.514933e-02	1.826128e-02
128	1.698015e-03	9.094855e-04	5.560263e-02	1.832771e-02
129	1.746073e-03	9.318120e-04	5.606642e-02	1.839504e-02
130	1.795792e-03	9.548541e-04	5.654114e-02	1.846332e-02
131	1.847253e-03	9.786425e-04	5.702745e-02	1.853270e-02
132	1.900554e-03	1.003221e-03	5.752624e-02	1.860341e-02
133	1.955808e-03	1.028646e-03	5.803852e-02	1.867579e-02
134	2.013140e-03	1.054986e-03	5.856539e-02	1.875026e-02
135	2.072676e-03	1.082317e-03	5.910783e-02	1.882725e-02
136	2.134538e-03	1.110716e-03	5.966670e-02	1.890717e-02
137	2.198836e-03	1.140251e-03	6.024260e-02	1.899026e-02
138	2.265661e-03	1.170972e-03	6.083584e-02	1.907657e-02
139	2.335084e-03	1.202905e-03	6.144645e-02	1.916588e-02
140	2.407153e-03	1.236046e-03	6.207418e-02	1.925771e-02
141	2.481893e-03	1.270361e-03	6.271858e-02	1.935134e-02
142	2.559317e-03	1.305790e-03	6.337905e-02	1.944584e-02
143	2.639423e-03	1.342244e-03	6.405490e-02	1.954014e-02
144	2.722200e-03	1.379608e-03	6.474542e-02	1.963306e-02
145	2.807627e-03	1.417743e-03	6.544982e-02	1.972330e-02
146	2.895666e-03	1.456484e-03	6.616723e-02	1.980947e-02
147	2.986258e-03	1.495636e-03	6.689661e-02	1.989001e-02
148	3.079313e-03	1.534975e-03	6.763668e-02	1.996327e-02
149	3.174702e-03	1.574254e-03	6.838587e-02	2.002746e-02
150	3.272254e-03	1.613203e-03	6.914228e-02	2.008080e-02
151	3.371745e-03	1.651545e-03	6.990356e-02	2.012159e-02
152	3.472892e-03	1.689007e-03	7.066688e-02	2.014836e-02
153	3.575356e-03	1.725334e-03	7.142898e-02	2.015994e-02
154	3.678752e-03	1.760300e-03	7.218631e-02	2.015553e-02
155	3.782681e-03	1.793711e-03	7.293536e-02	2.013467e-02
156	3.886779e-03	1.825406e-03	7.367318e-02	2.009713e-02
157	3.990754e-03	1.855248e-03	7.439770e-02	2.004280e-02
158	4.094405e-03	1.883132e-03	7.510780e-02	1.997176e-02
159	4.197594e-03	1.908991e-03	7.580303e-02	1.988428e-02
160	4.300235e-03	1.932796e-03	7.648332e-02	1.978094e-02
161	4.402263e-03	1.954550e-03	7.714881e-02	1.966253e-02
162	4.503617e-03	1.974272e-03	7.779956e-02	1.953001e-02
163	4.604222e-03	1.991985e-03	7.843549e-02	1.938442e-02
164	4.703976e-03	2.007712e-03	7.905628e-02	1.922678e-02
