t_index	avg_L2_error	std_L2_error	avg_relative_error	std_relative_error
0	2.171748e-04	1.097940e-04	1.784069e-02	4.368922e-03
1	1.458987e-04	7.267948e-05	1.524835e-02	3.485347e-03
2	1.220642e-04	5.616409e-05	1.467643e-02	3.454218e-03
3	1.163523e-04	4.946919e-05	1.500369e-02	3.642694e-03
4	1.184411e-04	4.682570e-05	1.577452e-02	3.947179e-03
5	1.244739e-04	4.643294e-05	1.677001e-02	4.311413e-03
6	1.326063e-04	4.772238e-05	1.786378e-02	4.694464e-03
7	1.418552e-04	5.059541e-05	1.897846e-02	5.066848e-03
8	1.516733e-04	5.509404e-05	2.006561e-02	5.408747e-03
9	1.617597e-04	6.121323e-05	2.109580e-02	5.709260e-03
10	1.719443e-04	6.882447e-05	2.205224e-02	5.965609e-03
11	1.821108e-04	7.769848e-05	2.292595e-02	6.181412e-03
12	1.921758e-04	8.755732e-05	2.371376e-02	6.364177e-03
13	2.020740e-04	9.811384e-05	2.441659e-02	6.522733e-03
14	2.117371e-04	1.090982e-04	2.503717e-02	6.665463e-03
15	2.210909e-04	1.202674e-04	2.557915e-02	6.799278e-03
16	2.300534e-04	1.314060e-04	2.604622e-02	6.928702e-03
17	2.385348e-04	1.423190e-04	2.644178e-02	7.055591e-03
18	2.464364e-04	1.528247e-04	2.676857e-02	7.179389e-03
19	2.536530e-04	1.627519e-04	2.702869e-02	7.297776e-03
20	2.600798e-04	1.719436e-04	2.722382e-02	7.407463e-03
21	2.656251e-04	1.802663e-04	2.735579e-02	7.505005e-03
22	2.702236e-04	1.876243e-04	2.742700e-02	7.587573e-03
23	2.738455e-04	1.939671e-04	2.744080e-02	7.653425e-03
24	2.764993e-04	1.992905e-04	2.740159e-02	7.702060e-03
25	2.782297e-04	2.036312e-04	2.731472e-02	7.734138e-03
26	2.791117e-04	2.070574e-04	2.718632e-02	7.751220e-03
27	2.792425e-04	2.096573e-04	2.702305e-02	7.755455e-03
28	2.787329e-04	2.115289e-04	2.683182e-02	7.749312e-03
29	2.776997e-04	2.127735e-04	2.661949e-02	7.735413e-03
30	2.762597e-04	2.134904e-04	2.639271e-02	7.716413e-03
31	2.745253e-04	2.137729e-04	2.615771e-02	7.694886e-03
32	2.726014e-04	2.137060e-04	2.592027e-02	7.673178e-03
33	2.705839e-04	2.133634e-04	2.568568e-02	7.653266e-03
34	2.685589e-04	2.128066e-04	2.545878e-02	7.636606e-03
35	2.666020e-04	2.120839e-04	2.524394e-02	7.624021e-03
36	2.647788e-04	2.112309e-04	2.504514e-02	7.615606e-03
37	2.631453e-04	2.102714e-04	2.486598e-02	7.610692e-03
38	2.617486e-04	2.092186e-04	2.470969e-02	7.607860e-03
39	2.606276e-04	2.080774e-04	2.457918e-02	7.605033e-03
40	2.598138e-04	2.068457e-04	2.447697e-02	7.599631e-03
41	2.593315e-04	2.055164e-04	2.440514e-02	7.588790e-03
42	2.591987e-04	2.040792e-04	2.436529e-02	7.569637e-03
43	2.594275e-04	2.025225e-04	2.435845e-02	7.539565e-03
44	2.600247e-04	2.008354e-04	2.438500e-02	7.496500e-03
45	2.609925e-04	1.990082e-04	2.444471e-02	7.439092e-03
46	2.623291e-04	1.970344e-04	2.453669e-02	7.366830e-03
47	2.640295e-04	1.949111e-04	2.465952e-02	7.280050e-03
48	2.660861e-04	1.926391e-04	2.481131e-02	7.179849e-03
49	2.684893e-04	1.902237e-04	2.498988e-02	7.067943e-03
50	2.712280e-04	1.876737e-04	2.519285e-02	6.946478e-03
51	2.742907e-04	1.850019e-04	2.541782e-02	6.817848e-03
52	2.776652e-04	1.822238e-04	2.566246e-02	6.684520e-03
53	2.813395e-04	1.793576e-04	2.592454e-02	6.548902e-03
54	2.853020e-04	1.764234e-04	2.620206e-02	6.413235e-03
55	2.895419e-04	1.734426e-04	2.649322e-02	6.279530e-03
56	2.940494e-04	1.704372e-04	2.679645e-02	6.149530e-03
57	2.988155e-04	1.674298e-04	2.711038e-02	6.024697e-03
58	3.038325e-04	1.644427e-04	2.743386e-02	5.906214e-03
59	3.090939e-04	1.614976e-04	2.776592e-02	5.794997e-03
60	3.145946e-04	1.586157e-04	2.810573e-02	5.691725e-03
61	3.203306e-04	1.558170e-04	2.845261e-02	5.596859e-03
62	3.262993e-04	1.531204e-04	2.880600e-02	5.510676e-03
63	3.324991e-04	1.505437e-04	2.916542e-02	5.433299e-03
64	3.389298e-04	1.481032e-04	2.953047e-02	5.364723e-03
65	3.455923e-04	1.458140e-04	2.990084e-02	5.304848e-03
66	3.524885e-04	1.436899e-04	3.027622e-02	5.253501e-03
67	3.596211e-04	1.417433e-04	3.065637e-02	5.210463e-03
68	3.669939e-04	1.399860e-04	3.104105e-02	5.175492e-03
69	3.746114e-04	1.384284e-04	3.143007e-02	5.148336e-03
70	3.824785e-04	1.370806e-04	3.182320e-02	5.128756e-03
71	3.906009e-04	1.359520e-04	3.222025e-02	5.116526e-03
72	3.989848e-04	1.350518e-04	3.262099e-02	5.111449e-03
73	4.076363e-04	1.343889e-04	3.302522e-02	5.113354e-03
74	4.165623e-04	1.339724e-04	3.343268e-02	5.122098e-03
75	4.257694e-04	1.338113e-04	3.384313e-02	5.137558e-03
76	4.352643e-04	1.339146e-04	3.425630e-02	5.159629e-03
77	4.450538e-04	1.342914e-04	3.467189e-02	5.188213e-03
78	4.551443e-04	1.349503e-04	3.508958e-02	5.223214e-03
79	4.655421e-04	1.358997e-04	3.550905e-02	5.264527e-03
80	4.762529e-04	1.371472e-04	3.592994e-02	5.312036e-03
81	4.872819e-04	1.386999e-04	3.635184e-02	5.365608e-03
82	4.986337e-04	1.405636e-04	3.677436e-02	5.425094e-03
83	5.103119e-04	1.427432e-04	3.719703e-02	5.490331e-03
84	5.223191e-04	1.452429e-04	3.761937e-02	5.561150e-03
85	5.346565e-04	1.480655e-04	3.804086e-02	5.637383e-03
86	5.473236e-04	1.512133e-04	3.846093e-02	5.718872e-03
87	5.603185e-04	1.546880e-04	3.887895e-02	5.805473e-03
88	5.736371e-04	1.584905e-04	3.929427e-02	5.897064e-03
89	5.872736e-04	1.626213e-04	3.970618e-02	5.993534e-03
90	6.012206e-04	1.670801e-04	4.011396e-02	6.094779e-03
91	6.154693e-04	1.718657e-04	4.051689e-02	6.200689e-03
92	6.300098e-04	1.769759e-04	4.091426e-02	6.311129e-03
93	6.448319e-04	1.824067e-04	4.130539e-02	6.425931e-03
94	6.599254e-04	1.881528e-04	4.168966e-02	6.544886e-03
95	6.752805e-04	1.942073e-04	4.206651e-02	6.667739e-03
96	6.908880e-04	2.005616e-04	4.243546e-02	6.794194e-03
97	7.067394e-04	2.072057e-04	4.279611e-02	6.923919e-03
98	7.228269e-04	2.141287e-04	4.314812e-02	7.056555e-03
99	7.391427e-04	2.213186e-04	4.349118e-02	7.191716e-03
100	7.556785e-04	2.287628e-04	4.382503e-02	7.328998e-03
101	7.724250e-04	2.364484e-04	4.414940e-02	7.467976e-03
102	7.893713e-04	2.443623e-04	4.446404e-02	7.608204e-03
103	8.065050e-04	2.524910e-04	4.476867e-02	7.749214e-03
104	8.238129e-04	2.608211e-04	4.506303e-02	7.890517e-03
105	8.412822e-04	2.693384e-04	4.534694e-02	8.031605e-03
106	8.589018e-04	2.780282e-04	4.562028e-02	8.171958e-03
107	8.766637e-04	2.868756e-04	4.588307e-02	8.311044e-03
108	8.945625e-04	2.958654e-04	4.613544e-02	8.448327e-03
109	9.125950e-04	3.049837e-04	4.637759e-02	8.583275e-03
110	9.307581e-04	3.142183e-04	4.660973e-02	8.715365e-03
111	9.490467e-04	3.235600e-04	4.683203e-02	8.844091e-03
112	9.674543e-04	3.330029e-04	4.704464e-02	8.968979e-03
113	9.859747e-04	3.425435e-04	4.724770e-02	9.089591e-03
114	1.004606e-03	3.521793e-04	4.744152e-02	9.205526e-03
115	1.023356e-03	3.619077e-04	4.762663e-02	9.316412e-03
116	1.042242e-03	3.717252e-04	4.780384e-02	9.421900e-03
117	1.061292e-03	3.816274e-04	4.797419e-02	9.521670e-03
118	1.080544e-03	3.916097e-04	4.813896e-02	9.615436e-03
119	1.100046e-03	4.016682e-04	4.829953e-02	9.702967e-03
120	1.119848e-03	4.117998e-04	4.845739e-02	9.784083e-03
121	1.140011e-03	4.220017e-04	4.861411e-02	9.858655e-03
122	1.160596e-03	4.322711e-04	4.877127e-02	9.926599e-03
123	1.181669e-03	4.426048e-04	4.893045e-02	9.987856e-03
