t_index	avg_L2_error	std_L2_error	avg_relative_error	std_relative_error
0	7.906256e-05	5.902201e-05	1.035385e-02	1.840801e-03
1	6.203161e-05	5.218553e-05	9.413813e-03	2.172506e-03
2	6.221202e-05	4.736785e-05	9.974344e-03	1.950601e-03
3	6.900232e-05	4.659668e-05	1.104792e-02	1.774746e-03
4	7.824333e-05	4.726617e-05	1.226813e-02	1.652232e-03
5	8.811615e-05	4.840851e-05	1.347701e-02	1.577320e-03
6	9.781255e-05	4.973343e-05	1.460974e-02	1.544794e-03
7	1.069350e-04	5.112599e-05	1.563859e-02	1.544680e-03
8	1.152599e-04	5.247813e-05	1.655040e-02	1.563994e-03
9	1.227140e-04	5.372581e-05	1.734307e-02	1.595296e-03
10	1.293805e-04	5.493488e-05	1.802453e-02	1.639662e-03
11	1.354838e-04	5.623321e-05	1.861198e-02	1.700205e-03
12	1.411536e-04	5.778062e-05	1.911601e-02	1.789547e-03
13	1.464407e-04	5.968682e-05	1.954262e-02	1.917383e-03
14	1.513704e-04	6.196210e-05	1.989830e-02	2.082757e-03
15	1.559867e-04	6.455832e-05	2.019248e-02	2.277968e-03
16	1.603264e-04	6.738386e-05	2.043495e-02	2.492089e-03
17	1.643825e-04	7.031317e-05	2.063271e-02	2.713759e-03
18	1.681459e-04	7.321641e-05	2.079216e-02	2.933233e-03
19	1.715511e-04	7.596879e-05	2.091567e-02	3.142755e-03
20	1.745385e-04	7.847446e-05	2.100518e-02	3.336913e-03
21	1.770934e-04	8.066667e-05	2.106447e-02	3.512293e-03
22	1.792291e-04	8.250562e-05	2.109813e-02	3.667209e-03
23	1.809773e-04	8.397873e-05	2.111098e-02	3.801484e-03
24	1.823832e-04	8.509679e-05	2.110783e-02	3.916083e-03
25	1.834987e-04	8.588628e-05	2.109321e-02	4.012605e-03
26	1.843774e-04	8.638033e-05	2.107131e-02	4.092776e-03
27	1.850715e-04	8.661195e-05	2.104587e-02	4.158123e-03
28	1.856296e-04	8.661091e-05	2.102026e-02	4.209894e-03
29	1.860962e-04	8.640346e-05	2.099739e-02	4.249151e-03
30	1.865103e-04	8.601302e-05	2.097968e-02	4.276912e-03
31	1.869047e-04	8.546083e-05	2.096903e-02	4.294241e-03
32	1.873043e-04	8.476635e-05	2.096677e-02	4.302288e-03
33	1.877249e-04	8.394749e-05	2.097358e-02	4.302272e-03
34	1.881735e-04	8.302107e-05	2.098958e-02	4.295460e-03
35	1.886490e-04	8.200335e-05	2.101435e-02	4.283133e-03
36	1.891440e-04	8.091079e-05	2.104710e-02	4.266574e-03
37	1.896472e-04	7.976089e-05	2.108674e-02	4.247061e-03
38	1.901458e-04	7.857298e-05	2.113211e-02	4.225872e-03
39	1.906274e-04	7.736887e-05	2.118202e-02	4.204289e-03
40	1.910819e-04	7.617310e-05	2.123539e-02	4.183595e-03
41	1.915023e-04	7.501256e-05	2.129132e-02	4.165066e-03
42	1.918848e-04	7.391565e-05	2.134906e-02	4.149927e-03
43	1.922292e-04	7.291098e-05	2.140809e-02	4.139320e-03
44	1.925378e-04	7.202599e-05	2.146806e-02	4.134250e-03
45	1.928160e-04	7.128570e-05	2.152880e-02	4.135546e-03
46	1.930712e-04	7.071148e-05	2.159031e-02	4.143827e-03
47	1.933127e-04	7.032009e-05	2.165271e-02	4.159482e-03
48	1.935509e-04	7.012316e-05	2.171625e-02	4.182668e-03
49	1.937973e-04	7.012698e-05	2.178127e-02	4.213322e-03
50	1.940643e-04	7.033254e-05	2.184818e-02	4.251186e-03
51	1.943645e-04	7.073594e-05	2.191748e-02	4.295838e-03
52	1.947111e-04	7.132875e-05	2.198967e-02	4.346709e-03
53	1.951177e-04	7.209854e-05	2.206534e-02	4.403115e-03
