t_index	avg_L2_error	avg_relative_error
0	1.606511e-04	4.600898e-02
1	4.424800e-05	2.045809e-02
2	8.339173e-05	2.961497e-02
3	1.448680e-04	3.988077e-02
4	2.244134e-04	5.038420e-02
5	3.171478e-04	6.075160e-02
6	4.191730e-04	7.085020e-02
7	5.281037e-04	8.062988e-02
8	6.446620e-04	9.013464e-02
9	7.732765e-04	9.947228e-02
10	9.225234e-04	1.087994e-01
11	1.105093e-03	1.183018e-01
12	1.336987e-03	1.281798e-01
13	1.635513e-03	1.385952e-01
14	2.016601e-03	1.496491e-01
15	2.491702e-03	1.613711e-01
16	3.063135e-03	1.736641e-01
17	3.720420e-03	1.863092e-01
18	4.439643e-03	1.989996e-01
19	5.185769e-03	2.113755e-01
20	5.919395e-03	2.231125e-01
21	6.606575e-03	2.339982e-01
22	7.226840e-03	2.439965e-01
23	7.779056e-03	2.532725e-01
24	8.282208e-03	2.621520e-01
25	8.771597e-03	2.710402e-01
26	9.293658e-03	2.803264e-01
27	9.894475e-03	2.902520e-01
28	1.060531e-02	3.008155e-01
29	1.142383e-02	3.116859e-01
30	1.231326e-02	3.223533e-01
31	1.321543e-02	3.323104e-01
32	1.406215e-02	3.411068e-01
33	1.477880e-02	3.483126e-01
34	1.529533e-02	3.535492e-01
35	1.556114e-02	3.565547e-01
36	1.555554e-02	3.572262e-01
37	1.529903e-02	3.557013e-01
38	1.485681e-02	3.524270e-01
39	1.431359e-02	3.480240e-01
40	1.372577e-02	3.429213e-01
41	1.310290e-02	3.371577e-01
42	1.246079e-02	3.308366e-01
43	1.184595e-02	3.244089e-01
44	1.130547e-02	3.184220e-01
45	1.087616e-02	3.133973e-01
46	1.058514e-02	3.097874e-01
47	1.044038e-02	3.077967e-01
48	1.042963e-02	3.073194e-01
49	1.051920e-02	3.079395e-01
50	1.067144e-02	3.091931e-01
51	1.086022e-02	3.107718e-01
52	1.105874e-02	3.123807e-01
53	1.123498e-02	3.136861e-01
54	1.136839e-02	3.144872e-01
55	1.146100e-02	3.148140e-01
56	1.151995e-02	3.147408e-01
57	1.154388e-02	3.142561e-01
58	1.153219e-02	3.133647e-01
59	1.148734e-02	3.121070e-01
60	1.141329e-02	3.105452e-01
61	1.132711e-02	3.088758e-01
62	1.126780e-02	3.075178e-01
63	1.128123e-02	3.069646e-01
64	1.139263e-02	3.074950e-01
65	1.159642e-02	3.090603e-01
66	1.186656e-02	3.113934e-01
67	1.217270e-02	3.141796e-01
68	1.248480e-02	3.171054e-01
69	1.277993e-02	3.199229e-01
70	1.303429e-02	3.223780e-01
71	1.320054e-02	3.240057e-01
72	1.324011e-02	3.244397e-01
73	1.314898e-02	3.236486e-01
74	1.294472e-02	3.218003e-01
75	1.265504e-02	3.191538e-01
76	1.231129e-02	3.160022e-01
77	1.195086e-02	3.127088e-01
78	1.161150e-02	3.096534e-01
79	1.132717e-02	3.071898e-01
80	1.112969e-02	3.056584e-01
81	1.104597e-02	3.053486e-01
82	1.108208e-02	3.063127e-01
83	1.123115e-02	3.084518e-01
84	1.148366e-02	3.116288e-01
85	1.181144e-02	3.154998e-01
86	1.216288e-02	3.194873e-01
87	1.247898e-02	3.229756e-01
88	1.271264e-02	3.255049e-01
89	1.283168e-02	3.267773e-01
90	1.282039e-02	3.266535e-01
91	1.268183e-02	3.251681e-01
92	1.243499e-02	3.225101e-01
93	1.210382e-02	3.189260e-01
94	1.171364e-02	3.146881e-01
95	1.128709e-02	3.100422e-01
96	1.085521e-02	3.053093e-01
97	1.046119e-02	3.009449e-01
98	1.015085e-02	2.974627e-01
