t_index	avg_L2_error	avg_relative_error
0	1.976835e-04	5.308701e-02
1	5.265551e-05	2.236053e-02
2	1.107902e-04	3.378166e-02
3	1.916086e-04	4.521068e-02
4	2.808331e-04	5.557054e-02
5	3.669501e-04	6.456856e-02
6	4.428631e-04	7.218830e-02
7	5.072610e-04	7.860935e-02
8	5.635782e-04	8.411558e-02
9	6.187141e-04	8.906247e-02
10	6.806437e-04	9.377911e-02
11	7.565960e-04	9.851659e-02
12	8.513102e-04	1.033952e-01
13	9.664041e-04	1.084153e-01
14	1.099433e-03	1.134643e-01
15	1.245468e-03	1.184120e-01
16	1.397831e-03	1.231434e-01
17	1.550524e-03	1.276191e-01
18	1.698980e-03	1.318629e-01
19	1.841215e-03	1.359381e-01
20	1.977982e-03	1.399163e-01
21	2.112833e-03	1.438609e-01
22	2.253657e-03	1.478778e-01
23	2.414852e-03	1.521693e-01
24	2.618280e-03	1.570531e-01
25	2.894144e-03	1.629454e-01
26	3.279360e-03	1.702541e-01
27	3.814298e-03	1.792705e-01
28	4.535496e-03	1.900519e-01
29	5.461288e-03	2.023272e-01
30	6.572152e-03	2.154543e-01
31	7.798275e-03	2.285239e-01
32	9.034979e-03	2.406332e-01
33	1.015780e-02	2.509770e-01
34	1.104905e-02	2.589462e-01
35	1.162398e-02	2.641863e-01
36	1.184078e-02	2.665711e-01
37	1.170220e-02	2.661706e-01
38	1.126928e-02	2.633782e-01
39	1.065838e-02	2.589692e-01
40	9.993029e-03	2.538368e-01
41	9.340174e-03	2.485130e-01
42	8.705373e-03	2.430639e-01
43	8.090835e-03	2.375235e-01
44	7.525012e-03	2.321657e-01
45	7.045912e-03	2.273924e-01
46	6.683415e-03	2.235751e-01
47	6.456845e-03	2.210082e-01
48	6.372903e-03	2.198515e-01
49	6.425047e-03	2.200879e-01
50	6.592620e-03	2.215005e-01
51	6.838444e-03	2.236695e-01
52	7.122963e-03	2.261576e-01
53	7.416420e-03	2.286473e-01
54	7.693796e-03	2.308833e-01
55	7.931146e-03	2.326332e-01
56	8.111734e-03	2.337496e-01
57	8.235323e-03	2.342523e-01
58	8.312412e-03	2.342612e-01
59	8.348376e-03	2.338489e-01
60	8.342298e-03	2.330298e-01
61	8.295815e-03	2.318388e-01
62	8.213482e-03	2.303288e-01
63	8.102873e-03	2.285739e-01
64	7.980398e-03	2.267258e-01
65	7.874038e-03	2.250475e-01
66	7.813299e-03	2.238227e-01
67	7.815991e-03	2.232278e-01
68	7.883943e-03	2.232762e-01
69	8.005741e-03	2.238459e-01
70	8.159101e-03	2.247130e-01
71	8.316911e-03	2.256235e-01
72	8.455060e-03	2.263690e-01
73	8.556641e-03	2.268165e-01
74	8.606673e-03	2.268536e-01
75	8.586484e-03	2.263304e-01
76	8.481815e-03	2.251258e-01
77	8.294852e-03	2.232476e-01
78	8.043135e-03	2.208289e-01
79	7.750692e-03	2.180592e-01
80	7.442583e-03	2.151479e-01
81	7.142842e-03	2.123154e-01
82	6.870893e-03	2.097563e-01
83	6.642377e-03	2.076376e-01
84	6.471832e-03	2.061206e-01
85	6.373103e-03	2.053613e-01
86	6.356000e-03	2.054680e-01
87	6.423067e-03	2.064615e-01
88	6.570626e-03	2.082843e-01
89	6.792735e-03	2.108490e-01
90	7.081795e-03	2.140480e-01
91	7.423868e-03	2.177131e-01
92	7.794856e-03	2.215868e-01
93	8.163433e-03	2.253608e-01
94	8.493683e-03	2.287103e-01
95	8.749076e-03	2.313297e-01
96	8.899712e-03	2.329872e-01
97	8.931695e-03	2.335870e-01
98	8.851191e-03	2.331918e-01
99	8.676970e-03	2.319567e-01
100	8.429909e-03	2.300449e-01
101	8.128427e-03	2.275908e-01
102	7.791456e-03	2.247339e-01
103	7.443533e-03	2.216753e-01
104	7.113304e-03	2.186807e-01
105	6.829335e-03	2.160482e-01
106	6.615627e-03	2.140594e-01
107	6.490402e-03	2.129482e-01
108	6.464196e-03	2.128593e-01
109	6.535327e-03	2.137856e-01
110	6.689667e-03	2.155650e-01
111	6.905878e-03	2.179493e-01
112	7.162010e-03	2.206884e-01
113	7.438820e-03	2.235729e-01
114	7.718092e-03	2.264187e-01
115	7.979804e-03	2.290400e-01
116	8.199530e-03	2.312207e-01
117	8.353214e-03	2.327560e-01
118	8.425282e-03	2.335195e-01
119	8.413139e-03	2.334978e-01
120	8.327037e-03	2.327848e-01
121	8.186400e-03	2.315519e-01
122	8.014955e-03	2.300098e-01
123	7.836203e-03	2.283724e-01
124	7.670701e-03	2.268337e-01
125	7.533063e-03	2.255381e-01
126	7.432081e-03	2.245774e-01
127	7.373496e-03	2.240146e-01
128	7.362764e-03	2.239103e-01
129	7.403806e-03	2.243096e-01
130	7.494850e-03	2.251984e-01
131	7.626132e-03	2.264799e-01
132	7.781350e-03	2.279930e-01
133	7.941499e-03	2.295558e-01
134	8.087714e-03	2.309967e-01
135	8.201816e-03	2.321584e-01
136	8.267953e-03	2.329094e-01
137	8.275319e-03	2.331637e-01
138	8.221412e-03	2.329070e-01
139	8.112066e-03	2.321943e-01
140	7.959110e-03	2.311289e-01
141	7.778460e-03	2.298488e-01
