t_index	avg_L2_error	avg_relative_error
0	3.776608e-08	7.946198e-04
1	9.649526e-08	1.293703e-03
2	1.676694e-07	1.717668e-03
3	2.496200e-07	2.101347e-03
4	3.415065e-07	2.458375e-03
5	4.428258e-07	2.796153e-03
6	5.531873e-07	3.119152e-03
7	6.722662e-07	3.430304e-03
8	7.996795e-07	3.731416e-03
9	9.349498e-07	4.023521e-03
10	1.077403e-06	4.306904e-03
11	1.226170e-06	4.581260e-03
12	1.380529e-06	4.846651e-03
13	1.539893e-06	5.103340e-03
14	1.703929e-06	5.351977e-03
15	1.872522e-06	5.593425e-03
16	2.045869e-06	5.828893e-03
17	2.224360e-06	6.059686e-03
18	2.408552e-06	6.287157e-03
19	2.599091e-06	6.512590e-03
20	2.796594e-06	6.737044e-03
21	3.001562e-06	6.961266e-03
22	3.214364e-06	7.185692e-03
23	3.435234e-06	7.410492e-03
24	3.664357e-06	7.635715e-03
25	3.901939e-06	7.861411e-03
26	4.148235e-06	8.087688e-03
27	4.403520e-06	8.314691e-03
28	4.667992e-06	8.542484e-03
29	4.941765e-06	8.771048e-03
30	5.224864e-06	9.000282e-03
31	5.517258e-06	9.230036e-03
32	5.818897e-06	9.460143e-03
33	6.129755e-06	9.690481e-03
34	6.449876e-06	9.921010e-03
35	6.779396e-06	1.015179e-02
36	7.118519e-06	1.038294e-02
37	7.467453e-06	1.061460e-02
38	7.826350e-06	1.084682e-02
39	8.195428e-06	1.107975e-02
40	8.574984e-06	1.131362e-02
41	8.965366e-06	1.154871e-02
42	9.366921e-06	1.178531e-02
43	9.779989e-06	1.202372e-02
44	1.020489e-05	1.226419e-02
45	1.064195e-05	1.250697e-02
46	1.109149e-05	1.275230e-02
47	1.155377e-05	1.300035e-02
48	1.202902e-05	1.325123e-02
49	1.251740e-05	1.350499e-02
50	1.301893e-05	1.376152e-02
51	1.353354e-05	1.402063e-02
52	1.406099e-05	1.428200e-02
53	1.460097e-05	1.454520e-02
54	1.515308e-05	1.480978e-02
55	1.571689e-05	1.507525e-02
56	1.629208e-05	1.534120e-02
57	1.687839e-05	1.560727e-02
58	1.747575e-05	1.587323e-02
59	1.808428e-05	1.613898e-02
60	1.870435e-05	1.640459e-02
61	1.933633e-05	1.667010e-02
62	1.998065e-05	1.693560e-02
63	2.063769e-05	1.720118e-02
64	2.130786e-05	1.746690e-02
65	2.199154e-05	1.773286e-02
66	2.268911e-05	1.799911e-02
67	2.340088e-05	1.826570e-02
68	2.412721e-05	1.853269e-02
69	2.486845e-05	1.880013e-02
70	2.562493e-05	1.906806e-02
71	2.639697e-05	1.933650e-02
72	2.718480e-05	1.960541e-02
73	2.798859e-05	1.987475e-02
74	2.880851e-05	2.014443e-02
75	2.964467e-05	2.041437e-02
76	3.049725e-05	2.068451e-02
77	3.136639e-05	2.095478e-02
78	3.225221e-05	2.122511e-02
79	3.315471e-05	2.149538e-02
80	3.407392e-05	2.176551e-02
81	3.500993e-05	2.203545e-02
82	3.596289e-05	2.230516e-02
83	3.693288e-05	2.257463e-02
84	3.792002e-05	2.284382e-02
85	3.892439e-05	2.311271e-02
86	3.994600e-05	2.338129e-02
87	4.098485e-05	2.364952e-02
88	4.204088e-05	2.391737e-02
89	4.311402e-05	2.418482e-02
90	4.420420e-05	2.445188e-02
91	4.531120e-05	2.471850e-02
92	4.643493e-05	2.498471e-02
93	4.757517e-05	2.525052e-02
94	4.873185e-05	2.551597e-02
95	4.990470e-05	2.578107e-02
96	5.109374e-05	2.604591e-02
97	5.229883e-05	2.631055e-02
98	5.352009e-05	2.657513e-02
99	5.475748e-05	2.683973e-02
100	5.601111e-05	2.710447e-02
101	5.728114e-05	2.736952e-02
102	5.856771e-05	2.763499e-02
103	5.987107e-05	2.790105e-02
104	6.119149e-05	2.816784e-02
105	6.252911e-05	2.843549e-02
106	6.388422e-05	2.870414e-02
107	6.525713e-05	2.897394e-02
108	6.664794e-05	2.924495e-02
109	6.805695e-05	2.951730e-02
110	6.948448e-05	2.979107e-02
111	7.093062e-05	3.006633e-02
112	7.239567e-05	3.034314e-02
113	7.388002e-05	3.062157e-02
114	7.538380e-05	3.090165e-02
115	7.690715e-05	3.118339e-02
116	7.845041e-05	3.146683e-02
117	8.001407e-05	3.175203e-02
118	8.159835e-05	3.203899e-02
119	8.320341e-05	3.232772e-02
120	8.482945e-05	3.261821e-02
121	8.647673e-05	3.291047e-02
122	8.814543e-05	3.320451e-02
123	8.983572e-05	3.350031e-02
124	9.154773e-05	3.379787e-02
125	9.328151e-05	3.409717e-02
126	9.503710e-05	3.439817e-02
127	9.681446e-05	3.470087e-02
128	9.861345e-05	3.500519e-02
129	1.004339e-04	3.531110e-02
130	1.022755e-04	3.561854e-02
131	1.041380e-04	3.592743e-02
132	1.060209e-04	3.623768e-02
133	1.079237e-04	3.654921e-02
134	1.098459e-04	3.686190e-02
135	1.117868e-04	3.717566e-02
136	1.137457e-04	3.749035e-02
137	1.157218e-04	3.780585e-02
138	1.177144e-04	3.812202e-02
139	1.197225e-04	3.843874e-02
140	1.217454e-04	3.875585e-02
141	1.237822e-04	3.907324e-02
142	1.258322e-04	3.939076e-02
143	1.278944e-04	3.970828e-02
144	1.299681e-04	4.002567e-02
145	1.320526e-04	4.034280e-02
146	1.341470e-04	4.065954e-02
147	1.362505e-04	4.097577e-02
148	1.383625e-04	4.129136e-02
149	1.404823e-04	4.160622e-02
150	1.426093e-04	4.192026e-02
151	1.447430e-04	4.223340e-02
152	1.468830e-04	4.254557e-02
153	1.490290e-04	4.285673e-02
154	1.511805e-04	4.316682e-02
155	1.533375e-04	4.347582e-02
156	1.554997e-04	4.378372e-02
157	1.576672e-04	4.409053e-02
158	1.598400e-04	4.439626e-02
159	1.620184e-04	4.470094e-02
160	1.642027e-04	4.500461e-02
161	1.663929e-04	4.530730e-02
162	1.685897e-04	4.560909e-02
163	1.707934e-04	4.591004e-02
164	1.730048e-04	4.621023e-02
165	1.752243e-04	4.650974e-02
166	1.774528e-04	4.680866e-02
167	1.796910e-04	4.710709e-02
168	1.819400e-04	4.740515e-02
169	1.842005e-04	4.770294e-02
170	1.864737e-04	4.800058e-02
171	1.887604e-04	4.829818e-02
172	1.910620e-04	4.859588e-02
173	1.933796e-04	4.889380e-02
174	1.957145e-04	4.919208e-02
175	1.980678e-04	4.949086e-02
176	2.004409e-04	4.979025e-02
177	2.028348e-04	5.009038e-02
178	2.052508e-04	5.039137e-02
179	2.076900e-04	5.069336e-02
180	2.101537e-04	5.099647e-02
181	2.126430e-04	5.130080e-02
182	2.151587e-04	5.160645e-02
183	2.177017e-04	5.191350e-02
184	2.202727e-04	5.222200e-02
185	2.228722e-04	5.253201e-02
186	2.255007e-04	5.284355e-02
187	2.281589e-04	5.315667e-02
188	2.308470e-04	5.347140e-02
189	2.335657e-04	5.378777e-02
190	2.363153e-04	5.410581e-02
191	2.390962e-04	5.442554e-02
192	2.419091e-04	5.474699e-02
193	2.447543e-04	5.507018e-02
194	2.476326e-04	5.539514e-02
195	2.505447e-04	5.572193e-02
196	2.534913e-04	5.605058e-02
197	2.564736e-04	5.638117e-02
198	2.594924e-04	5.671374e-02
199	2.625491e-04	5.704838e-02
200	2.656449e-04	5.738514e-02
201	2.687813e-04	5.772412e-02
202	2.719597e-04	5.806540e-02
203	2.751818e-04	5.840906e-02
204	2.784493e-04	5.875521e-02
205	2.817637e-04	5.910392e-02
206	2.851268e-04	5.945529e-02
207	2.885403e-04	5.980939e-02
208	2.920058e-04	6.016631e-02
209	2.955249e-04	6.052612e-02
210	2.990993e-04	6.088886e-02
211	3.027301e-04	6.125458e-02
212	3.064188e-04	6.162331e-02
213	3.101667e-04	6.199511e-02
214	3.139751e-04	6.236999e-02
215	3.178449e-04	6.274796e-02
216	3.217774e-04	6.312903e-02
217	3.257739e-04	6.351321e-02
218	3.298354e-04	6.390053e-02
219	3.339633e-04	6.429097e-02
220	3.381588e-04	6.468456e-02
221	3.424232e-04	6.508132e-02
222	3.467580e-04	6.548127e-02
223	3.511645e-04	6.588441e-02
224	3.556444e-04	6.629077e-02
225	3.601989e-04	6.670035e-02
