t_index	avg_L2_error	avg_relative_error
0	6.945512e-08	1.055710e-03
1	2.566446e-07	2.008305e-03
2	5.533187e-07	2.937570e-03
3	9.565879e-07	3.857882e-03
4	1.462417e-06	4.770322e-03
5	2.065893e-06	5.673856e-03
6	2.760319e-06	6.566059e-03
7	3.539139e-06	7.445637e-03
8	4.396328e-06	8.312089e-03
9	5.326522e-06	9.165405e-03
10	6.324991e-06	1.000587e-02
11	7.387391e-06	1.083380e-02
12	8.510382e-06	1.164992e-02
13	9.691430e-06	1.245507e-02
14	1.092828e-05	1.324995e-02
15	1.221914e-05	1.403525e-02
16	1.356213e-05	1.481140e-02
17	1.495455e-05	1.557834e-02
18	1.639210e-05	1.633531e-02
19	1.786924e-05	1.708117e-02
20	1.937939e-05	1.781452e-02
21	2.091572e-05	1.853404e-02
22	2.247193e-05	1.923872e-02
23	2.404282e-05	1.992802e-02
24	2.562409e-05	2.060171e-02
25	2.721241e-05	2.125986e-02
26	2.880485e-05	2.190265e-02
27	3.039851e-05	2.253020e-02
28	3.199023e-05	2.314253e-02
29	3.357655e-05	2.373953e-02
30	3.515402e-05	2.432108e-02
31	3.671942e-05	2.488704e-02
32	3.826986e-05	2.543738e-02
33	3.980344e-05	2.597225e-02
34	4.131909e-05	2.649199e-02
35	4.281639e-05	2.699706e-02
36	4.429550e-05	2.748799e-02
37	4.575711e-05	2.796544e-02
38	4.720226e-05	2.843009e-02
39	4.863242e-05	2.888269e-02
40	5.004955e-05	2.932410e-02
41	5.145574e-05	2.975514e-02
42	5.285319e-05	3.017663e-02
43	5.424404e-05	3.058936e-02
44	5.563023e-05	3.099401e-02
45	5.701356e-05	3.139121e-02
46	5.839560e-05	3.178151e-02
47	5.977770e-05	3.216539e-02
48	6.116112e-05	3.254329e-02
49	6.254698e-05	3.291563e-02
50	6.393631e-05	3.328276e-02
51	6.533008e-05	3.364504e-02
52	6.672935e-05	3.400283e-02
53	6.813517e-05	3.435646e-02
54	6.954868e-05	3.470631e-02
55	7.097099e-05	3.505272e-02
56	7.240320e-05	3.539601e-02
57	7.384635e-05	3.573651e-02
58	7.530141e-05	3.607448e-02
59	7.676910e-05	3.641015e-02
60	7.824986e-05	3.674363e-02
61	7.974399e-05	3.707501e-02
62	8.125171e-05	3.740433e-02
63	8.277320e-05	3.773161e-02
64	8.430863e-05	3.805688e-02
65	8.585830e-05	3.838017e-02
66	8.742256e-05	3.870153e-02
67	8.900179e-05	3.902102e-02
68	9.059648e-05	3.933872e-02
69	9.220726e-05	3.965473e-02
70	9.383500e-05	3.996923e-02
71	9.548072e-05	4.028240e-02
72	9.714558e-05	4.059447e-02
73	9.883069e-05	4.090566e-02
74	1.005373e-04	4.121618e-02
75	1.022666e-04	4.152627e-02
76	1.040200e-04	4.183615e-02
77	1.057987e-04	4.214604e-02
78	1.076041e-04	4.245613e-02
79	1.094375e-04	4.276661e-02
80	1.113001e-04	4.307768e-02
81	1.131933e-04	4.338949e-02
82	1.151185e-04	4.370220e-02
83	1.170770e-04	4.401600e-02
84	1.190704e-04	4.433103e-02
85	1.210995e-04	4.464739e-02
86	1.231654e-04	4.496516e-02
87	1.252687e-04	4.528439e-02
88	1.274100e-04	4.560513e-02
89	1.295901e-04	4.592741e-02
90	1.318096e-04	4.625131e-02
91	1.340696e-04	4.657689e-02
92	1.363713e-04	4.690431e-02
93	1.387162e-04	4.723373e-02
94	1.411062e-04	4.756534e-02
95	1.435433e-04	4.789934e-02
96	1.460294e-04	4.823595e-02
97	1.485666e-04	4.857538e-02
98	1.511567e-04	4.891780e-02
99	1.538011e-04	4.926336e-02
100	1.565014e-04	4.961219e-02
101	1.592586e-04	4.996437e-02
102	1.620737e-04	5.031999e-02
103	1.649473e-04	5.067909e-02
104	1.678802e-04	5.104173e-02
105	1.708730e-04	5.140794e-02
106	1.739261e-04	5.177777e-02
