t_index	avg_L2_error	avg_relative_error
0	5.815483e-05	9.230184e-04
1	1.787275e-04	1.625101e-03
2	3.320131e-04	2.221198e-03
3	4.963193e-04	2.723054e-03
4	6.541868e-04	3.144493e-03
5	8.233291e-04	3.527965e-03
6	9.862850e-04	3.871044e-03
7	1.156285e-03	4.195565e-03
8	1.329279e-03	4.503008e-03
9	1.511094e-03	4.799593e-03
10	1.705988e-03	5.090258e-03
11	1.890204e-03	5.355713e-03
12	2.055942e-03	5.592862e-03
13	2.206840e-03	5.807737e-03
14	2.344838e-03	6.001056e-03
15	2.469688e-03	6.177975e-03
16	2.600537e-03	6.353494e-03
17	2.743659e-03	6.533058e-03
18	2.902325e-03	6.720339e-03
19	3.070123e-03	6.909186e-03
20	3.238417e-03	7.094075e-03
21	3.413776e-03	7.276474e-03
22	3.614849e-03	7.462914e-03
23	3.815485e-03	7.642106e-03
24	4.046948e-03	7.828958e-03
25	4.273204e-03	8.011363e-03
26	4.522985e-03	8.199616e-03
27	4.807477e-03	8.401441e-03
28	5.113415e-03	8.608977e-03
29	5.433067e-03	8.815049e-03
30	5.760727e-03	9.023767e-03
31	6.066868e-03	9.227904e-03
32	6.404904e-03	9.440558e-03
33	6.718604e-03	9.642635e-03
34	6.990312e-03	9.834001e-03
35	7.322901e-03	1.004516e-02
36	7.627243e-03	1.024407e-02
37	7.867057e-03	1.041858e-02
38	8.115571e-03	1.059403e-02
39	8.388526e-03	1.077386e-02
40	8.576912e-03	1.092947e-02
41	8.793631e-03	1.109144e-02
42	9.023842e-03	1.125893e-02
43	9.192732e-03	1.141445e-02
44	9.410442e-03	1.158335e-02
45	9.609059e-03	1.174500e-02
46	9.852027e-03	1.191507e-02
47	1.004756e-02	1.207002e-02
48	1.025479e-02	1.222687e-02
49	1.046743e-02	1.238633e-02
50	1.071279e-02	1.255842e-02
51	1.102005e-02	1.274904e-02
52	1.137213e-02	1.295411e-02
53	1.169992e-02	1.314789e-02
54	1.198458e-02	1.333186e-02
55	1.230314e-02	1.352702e-02
56	1.261573e-02	1.372005e-02
57	1.296495e-02	1.391888e-02
58	1.334675e-02	1.413496e-02
59	1.376327e-02	1.435857e-02
60	1.416081e-02	1.457403e-02
61	1.458380e-02	1.479388e-02
62	1.496919e-02	1.500141e-02
63	1.535548e-02	1.520823e-02
64	1.580003e-02	1.542878e-02
65	1.625903e-02	1.565222e-02
66	1.668858e-02	1.587302e-02
67	1.718913e-02	1.611398e-02
68	1.771431e-02	1.636256e-02
69	1.822755e-02	1.661069e-02
70	1.875437e-02	1.686729e-02
71	1.933770e-02	1.713493e-02
72	1.992657e-02	1.740006e-02
73	2.050519e-02	1.767210e-02
74	2.115353e-02	1.797840e-02
75	2.184992e-02	1.829612e-02
76	2.264955e-02	1.865013e-02
77	2.345264e-02	1.900574e-02
78	2.427992e-02	1.936611e-02
79	2.514541e-02	1.972632e-02
80	2.609556e-02	2.010712e-02
81	2.706612e-02	2.049168e-02
82	2.816614e-02	2.090813e-02
83	2.936822e-02	2.134006e-02
84	3.061897e-02	2.176319e-02
85	3.184514e-02	2.215963e-02
86	3.310481e-02	2.254720e-02
87	3.431295e-02	2.292148e-02
88	3.551135e-02	2.327876e-02
89	3.658308e-02	2.359977e-02
90	3.775614e-02	2.394777e-02
91	3.884230e-02	2.427074e-02
92	3.970826e-02	2.454837e-02
93	4.078750e-02	2.486179e-02
94	4.187572e-02	2.518785e-02
95	4.275890e-02	2.546480e-02
96	4.382656e-02	2.576955e-02
97	4.491352e-02	2.608071e-02
98	4.587168e-02	2.638012e-02
99	4.693665e-02	2.669269e-02
100	4.795989e-02	2.698514e-02
101	4.891599e-02	2.727773e-02
102	5.017796e-02	2.762539e-02
103	5.120986e-02	2.792515e-02
104	5.227843e-02	2.822920e-02
105	5.352811e-02	2.856566e-02
106	5.458314e-02	2.887749e-02
107	5.572780e-02	2.918881e-02
108	5.679105e-02	2.949223e-02
109	5.802594e-02	2.982974e-02
110	5.917836e-02	3.014729e-02
111	6.028869e-02	3.045821e-02
112	6.153147e-02	3.078797e-02
113	6.273753e-02	3.111700e-02
114	6.401545e-02	3.145878e-02
115	6.529004e-02	3.178781e-02
116	6.660710e-02	3.212699e-02
117	6.802732e-02	3.248811e-02
118	6.943708e-02	3.284012e-02
119	7.081863e-02	3.318279e-02
120	7.226049e-02	3.353691e-02
121	7.394493e-02	3.393006e-02
122	7.551875e-02	3.429781e-02
123	7.705691e-02	3.465464e-02
124	7.889382e-02	3.506789e-02
125	8.053854e-02	3.544752e-02
126	8.223316e-02	3.582523e-02
127	8.393547e-02	3.621369e-02
128	8.582844e-02	3.662448e-02
129	8.769999e-02	3.702284e-02
130	8.948604e-02	3.740693e-02
131	9.152720e-02	3.782870e-02
132	9.336147e-02	3.822122e-02
133	9.519132e-02	3.860438e-02
134	9.705453e-02	3.899792e-02
135	9.902806e-02	3.940538e-02
136	1.009137e-01	3.979126e-02
137	1.028734e-01	4.018836e-02
138	1.049429e-01	4.060129e-02
139	1.067971e-01	4.097914e-02
140	1.087099e-01	4.136581e-02
141	1.107133e-01	4.176836e-02
142	1.126801e-01	4.215869e-02
143	1.148246e-01	4.257197e-02
144	1.169645e-01	4.298718e-02
145	1.190168e-01	4.338934e-02
146	1.212153e-01	4.380073e-02
147	1.232765e-01	4.419860e-02
148	1.255003e-01	4.461246e-02
149	1.276395e-01	4.501417e-02
150	1.296558e-01	4.539851e-02
151	1.319315e-01	4.582140e-02
152	1.340322e-01	4.622068e-02
153	1.363265e-01	4.664375e-02
154	1.384928e-01	4.704719e-02
155	1.407151e-01	4.745668e-02
156	1.430659e-01	4.787295e-02
157	1.453723e-01	4.828863e-02
158	1.476352e-01	4.868926e-02
159	1.501705e-01	4.912449e-02
160	1.526127e-01	4.954795e-02
161	1.551321e-01	4.997722e-02
162	1.578162e-01	5.042723e-02
163	1.601867e-01	5.083748e-02
164	1.628946e-01	5.128707e-02
165	1.655793e-01	5.172479e-02
166	1.681670e-01	5.215231e-02
167	1.710276e-01	5.260586e-02
168	1.737235e-01	5.304472e-02
169	1.766217e-01	5.350162e-02
170	1.795621e-01	5.396130e-02
171	1.824189e-01	5.441600e-02
172	1.856216e-01	5.489927e-02
173	1.884339e-01	5.534262e-02
174	1.915774e-01	5.581743e-02
175	1.947370e-01	5.629276e-02
176	1.977578e-01	5.675343e-02
177	2.010423e-01	5.723285e-02
178	2.041087e-01	5.769454e-02
179	2.074459e-01	5.818087e-02
180	2.107082e-01	5.865746e-02
181	2.139923e-01	5.913001e-02
182	2.173236e-01	5.960541e-02
183	2.206417e-01	6.008460e-02
184	2.240649e-01	6.056921e-02
185	2.275237e-01	6.105014e-02
186	2.310647e-01	6.153743e-02
187	2.346062e-01	6.203035e-02
188	2.381963e-01	6.252356e-02
189	2.418447e-01	6.301597e-02
190	2.455735e-01	6.351404e-02
191	2.493302e-01	6.401821e-02
192	2.529644e-01	6.450757e-02
193	2.567146e-01	6.500097e-02
194	2.605213e-01	6.550025e-02
195	2.643752e-01	6.600196e-02
196	2.682688e-01	6.650100e-02
197	2.720534e-01	6.698958e-02
198	2.759616e-01	6.748778e-02
199	2.799822e-01	6.799260e-02
200	2.839361e-01	6.848850e-02
201	2.878760e-01	6.898241e-02
202	2.918314e-01	6.947533e-02
203	2.957967e-01	6.996622e-02
204	2.996883e-01	7.044551e-02
205	3.037810e-01	7.094427e-02
206	3.077282e-01	7.142317e-02
207	3.117817e-01	7.191282e-02
208	3.158521e-01	7.239822e-02
209	3.198846e-01	7.288424e-02
210	3.238375e-01	7.335694e-02
211	3.278603e-01	7.383958e-02
212	3.317712e-01	7.431273e-02
213	3.358125e-01	7.479813e-02
214	3.395890e-01	7.525738e-02
215	3.435572e-01	7.573988e-02
216	3.473003e-01	7.619850e-02
217	3.511282e-01	7.666595e-02
218	3.549198e-01	7.712900e-02
219	3.586554e-01	7.758618e-02
220	3.624378e-01	7.804838e-02
221	3.661174e-01	7.849694e-02
222	3.698899e-01	7.895733e-02
223	3.736236e-01	7.941093e-02
224	3.773460e-01	7.986237e-02
225	3.810615e-01	8.031252e-02
226	3.847826e-01	8.076370e-02
