battery_key,data_path,norm_cycle_feature,n_steps,mse,mae,rmse,max_abs_error
B0005,./dataset/processed_battery_data_rollout.pt,0.8982035928143712,304,0.0030900510771530313,0.03999114320859306,0.055588227864836914,0.2706885741489389
B0005,./dataset/processed_battery_data_rollout.pt,0.9041916167664671,302,0.002289071797194081,0.03403483307170448,0.04784424518365903,0.25402567419707633
B0005,./dataset/processed_battery_data_rollout.pt,0.9101796407185628,301,0.0020818669595369277,0.031212383746633637,0.04562748031106833,0.236443363957068
B0005,./dataset/processed_battery_data_rollout.pt,0.9161676646706587,301,0.0020100855944802046,0.03027020643790728,0.0448339781246345,0.2573920275125632
B0005,./dataset/processed_battery_data_rollout.pt,0.9221556886227545,300,0.0018565971506364616,0.028468866435084467,0.04308824840529563,0.2729130543591243
B0005,./dataset/processed_battery_data_rollout.pt,0.9281437125748503,300,0.0017511828721158821,0.027648821570676312,0.04184713696438362,0.27129429641041813
B0005,./dataset/processed_battery_data_rollout.pt,0.9341317365269461,299,0.0018253909140673573,0.026981854656743607,0.042724593784696854,0.2891980689794642
B0005,./dataset/processed_battery_data_rollout.pt,0.9401197604790419,299,0.0015267031682509415,0.026416684160121093,0.03907304912917523,0.2416414305344703
B0005,./dataset/processed_battery_data_rollout.pt,0.9461077844311377,298,0.0015812318111789222,0.02689910618644839,0.03976470559653274,0.3056332425703454
B0005,./dataset/processed_battery_data_rollout.pt,0.9520958083832335,298,0.0018934679441157806,0.02814843861901662,0.04351399710571049,0.3091644073377715
B0005,./dataset/processed_battery_data_rollout.pt,0.9580838323353293,297,0.0021944746602025477,0.02820878713717744,0.04684522024926927,0.3742954363772131
B0005,./dataset/processed_battery_data_rollout.pt,0.9640718562874252,297,0.001978489483214752,0.03035757432539645,0.044480214514037046,0.2646817884015191
B0005,./dataset/processed_battery_data_rollout.pt,0.9700598802395209,297,0.0016728002912766353,0.028418277918449832,0.0408998813112781,0.24136562772019055
B0005,./dataset/processed_battery_data_rollout.pt,0.9760479041916168,296,0.0021296921244579356,0.03250946505221217,0.0461485874589671,0.24912265862302307
B0005,./dataset/processed_battery_data_rollout.pt,0.9820359281437125,296,0.0019017711315987562,0.032272539518822724,0.043609300975809694,0.20632803935396504
B0005,./dataset/processed_battery_data_rollout.pt,0.9880239520958084,296,0.0022898487652994576,0.033593588762262115,0.04785236426028977,0.27751748844660407
B0005,./dataset/processed_battery_data_rollout.pt,0.9940119760479041,297,0.00476474929521679,0.05107497192708653,0.06902716345915418,0.2881254778858442
B0005,./dataset/processed_battery_data_rollout.pt,1.0,299,0.005942737207617936,0.05991982280979846,0.07708915103708132,0.32527264990522253
