t_index	avg_L2_error	avg_relative_error
0	6.556898e-07	3.355740e-03
1	2.373590e-06	6.409353e-03
2	4.977381e-06	9.305099e-03
3	8.405445e-06	1.211285e-02
4	1.265419e-05	1.488121e-02
5	1.777137e-05	1.765573e-02
6	2.388231e-05	2.049362e-02
7	3.116681e-05	2.344069e-02
8	3.990919e-05	2.655016e-02
9	5.047267e-05	2.986152e-02
10	6.328464e-05	3.339848e-02
11	7.857942e-05	3.711853e-02
12	9.630544e-05	4.094010e-02
13	1.158252e-04	4.472163e-02
14	1.370969e-04	4.847199e-02
15	1.599281e-04	5.217830e-02
16	1.841645e-04	5.583888e-02
17	2.093902e-04	5.942428e-02
18	2.352634e-04	6.291727e-02
19	2.615132e-04	6.630080e-02
20	2.890068e-04	6.964800e-02
21	3.182049e-04	7.296207e-02
22	3.494389e-04	7.624539e-02
23	3.827023e-04	7.949992e-02
24	4.172033e-04	8.268545e-02
25	4.535497e-04	8.589267e-02
26	4.907640e-04	8.905443e-02
27	5.276825e-04	9.209037e-02
28	5.643986e-04	9.501963e-02
29	6.004454e-04	9.780819e-02
30	6.359261e-04	1.004730e-01
31	6.717616e-04	1.030972e-01
32	7.078135e-04	1.056647e-01
33	7.448504e-04	1.082321e-01
34	7.827705e-04	1.108044e-01
35	8.216351e-04	1.133692e-01
36	8.620686e-04	1.159678e-01
37	9.029520e-04	1.185307e-01
38	9.444159e-04	1.210457e-01
39	9.861165e-04	1.234893e-01
40	1.026448e-03	1.257655e-01
41	1.066333e-03	1.279261e-01
42	1.106010e-03	1.299976e-01
43	1.145456e-03	1.319932e-01
44	1.186585e-03	1.340412e-01
45	1.230366e-03	1.362130e-01
46	1.277218e-03	1.385477e-01
47	1.328486e-03	1.411224e-01
48	1.384446e-03	1.439364e-01
49	1.444230e-03	1.469283e-01
50	1.506937e-03	1.500188e-01
51	1.573236e-03	1.532155e-01
52	1.642156e-03	1.564613e-01
53	1.713822e-03	1.597611e-01
54	1.789298e-03	1.631368e-01
55	1.869111e-03	1.666327e-01
56	1.952602e-03	1.701974e-01
57	2.040901e-03	1.738789e-01
58	2.134870e-03	1.777095e-01
59	2.233139e-03	1.816132e-01
60	2.337508e-03	1.856759e-01
61	2.447139e-03	1.898199e-01
62	2.561046e-03	1.940037e-01
63	2.679209e-03	1.982065e-01
64	2.799971e-03	2.023420e-01
65	2.924478e-03	2.064534e-01
66	3.052349e-03	2.105168e-01
67	3.183699e-03	2.145900e-01
68	3.318846e-03	2.186973e-01
69	3.461191e-03	2.229680e-01
70	3.609468e-03	2.273891e-01
71	3.762541e-03	2.319543e-01
72	3.924134e-03	2.368070e-01
73	4.092205e-03	2.418268e-01
74	4.265244e-03	2.469761e-01
75	4.443928e-03	2.522441e-01
76	4.625540e-03	2.575445e-01
77	4.811615e-03	2.629127e-01
78	5.003900e-03	2.683845e-01
79	5.200408e-03	2.739196e-01
80	5.399749e-03	2.795019e-01
81	5.604508e-03	2.851572e-01
82	5.814527e-03	2.908765e-01
83	6.027864e-03	2.966405e-01
84	6.243830e-03	3.024163e-01
85	6.464523e-03	3.082496e-01
86	6.689449e-03	3.141031e-01
87	6.916220e-03	3.198963e-01
88	7.144499e-03	3.256126e-01
89	7.371581e-03	3.311814e-01
90	7.598612e-03	3.366142e-01
91	7.828277e-03	3.419780e-01
92	8.059975e-03	3.472986e-01
93	8.294180e-03	3.526212e-01
94	8.534846e-03	3.580463e-01
95	8.782426e-03	3.635893e-01
96	9.035253e-03	3.692439e-01
97	9.294784e-03	3.750524e-01
98	9.560461e-03	3.809446e-01
99	9.830590e-03	3.868784e-01
100	1.010356e-02	3.928209e-01
101	1.037846e-02	3.987289e-01
102	1.065531e-02	4.045954e-01
103	1.093495e-02	4.104486e-01
104	1.121749e-02	4.162780e-01
105	1.150287e-02	4.220933e-01
106	1.179184e-02	4.279058e-01
107	1.208335e-02	4.336953e-01
108	1.237854e-02	4.394965e-01
109	1.267896e-02	4.453203e-01
110	1.298359e-02	4.511309e-01
111	1.329208e-02	4.569358e-01
112	1.360188e-02	4.626627e-01
113	1.391396e-02	4.683273e-01
114	1.422899e-02	4.739317e-01
115	1.454678e-02	4.794650e-01
116	1.486745e-02	4.849401e-01
117	1.519171e-02	4.903642e-01
118	1.552085e-02	4.957866e-01
119	1.585793e-02	5.012773e-01
120	1.620317e-02	5.068481e-01
121	1.655844e-02	5.125506e-01
122	1.692700e-02	5.184652e-01
123	1.730630e-02	5.245089e-01
124	1.769592e-02	5.306529e-01
125	1.809568e-02	5.368896e-01
126	1.850429e-02	5.431755e-01
127	1.891959e-02	5.494825e-01
128	1.934262e-02	5.558255e-01
129	1.977785e-02	5.622912e-01
130	2.022375e-02	5.688385e-01
131	2.067924e-02	5.754532e-01
132	2.114526e-02	5.821580e-01
133	2.161749e-02	5.888822e-01
134	2.209586e-02	5.956250e-01
135	2.258241e-02	6.023928e-01
136	2.307370e-02	6.091347e-01
137	2.356624e-02	6.158090e-01
138	2.405971e-02	6.223721e-01
139	2.455532e-02	6.288431e-01
140	2.505159e-02	6.352052e-01
141	2.554714e-02	6.414349e-01
142	2.604383e-02	6.475875e-01
143	2.654330e-02	6.537160e-01
144	2.705042e-02	6.598871e-01
145	2.756866e-02	6.661561e-01
146	2.809439e-02	6.724997e-01
147	2.862900e-02	6.789587e-01
148	2.917421e-02	6.855409e-01
149	2.972957e-02	6.921924e-01
150	3.029423e-02	6.989129e-01
151	3.086382e-02	7.056354e-01
152	3.143832e-02	7.123664e-01
153	3.201659e-02	7.191041e-01
154	3.260127e-02	7.258639e-01
155	3.319372e-02	7.326771e-01
156	3.378662e-02	7.394437e-01
157	3.438042e-02	7.461578e-01
158	3.497802e-02	7.528688e-01
159	3.557845e-02	7.595620e-01
160	3.617975e-02	7.662019e-01
161	3.678509e-02	7.728443e-01
162	3.739147e-02	7.794199e-01
163	3.799483e-02	7.858582e-01
164	3.859623e-02	7.922009e-01
165	3.919248e-02	7.983783e-01
166	3.978616e-02	8.044398e-01
167	4.038425e-02	8.104934e-01
168	4.099074e-02	8.165842e-01
169	4.160741e-02	8.227714e-01
170	4.223367e-02	8.290655e-01
171	4.287573e-02	8.355531e-01
172	4.353804e-02	8.422641e-01
173	4.421353e-02	8.490851e-01
174	4.490256e-02	8.560276e-01
175	4.560343e-02	8.630548e-01
176	4.631074e-02	8.700918e-01
177	4.702985e-02	8.771916e-01
178	4.776391e-02	8.843907e-01
179	4.851001e-02	8.916860e-01
180	4.926552e-02	8.990537e-01
181	5.003431e-02	9.065280e-01
182	5.081928e-02	9.141272e-01
183	5.161764e-02	9.218175e-01
184	5.242683e-02	9.295927e-01
185	5.324563e-02	9.374364e-01
186	5.406920e-02	9.452721e-01
187	5.489599e-02	9.530621e-01
188	5.572772e-02	9.607951e-01
189	5.655866e-02	9.684012e-01
190	5.738476e-02	9.758627e-01
191	5.820685e-02	9.832161e-01
192	5.902872e-02	9.905011e-01
193	5.985886e-02	9.978194e-01
194	6.069868e-02	1.005220e+00
195	6.154436e-02	1.012681e+00
196	6.240169e-02	1.020276e+00
197	6.327282e-02	1.028022e+00
198	6.415010e-02	1.035803e+00
199	6.503356e-02	1.043614e+00
200	6.592562e-02	1.051479e+00
201	6.681899e-02	1.059308e+00
202	6.771513e-02	1.067133e+00
203	6.861814e-02	1.074985e+00
204	6.952680e-02	1.082833e+00
205	7.044413e-02	1.090712e+00
206	7.136721e-02	1.098602e+00
207	7.229428e-02	1.106488e+00
208	7.322599e-02	1.114383e+00
209	7.416713e-02	1.122319e+00
210	7.511969e-02	1.130297e+00
211	7.607255e-02	1.138205e+00
212	7.701934e-02	1.146002e+00
213	7.796387e-02	1.153707e+00
214	7.890256e-02	1.161264e+00
215	7.983118e-02	1.168655e+00
216	8.075685e-02	1.175948e+00
217	8.168575e-02	1.183210e+00
218	8.261673e-02	1.190463e+00
219	8.354822e-02	1.197708e+00
220	8.449205e-02	1.205044e+00
221	8.545530e-02	1.212541e+00
222	8.642855e-02	1.220130e+00
223	8.740939e-02	1.227769e+00
224	8.840233e-02	1.235479e+00
225	8.940014e-02	1.243206e+00
226	9.039554e-02	1.250885e+00
227	9.139655e-02	1.258564e+00
228	9.240861e-02	1.266289e+00
229	9.342354e-02	1.274003e+00
230	9.443931e-02	1.281693e+00
231	9.547107e-02	1.289476e+00
232	9.651489e-02	1.297316e+00
233	9.755895e-02	1.305122e+00
234	9.861204e-02	1.312975e+00
235	9.967978e-02	1.320902e+00
236	1.007542e-01	1.328827e+00
237	1.018332e-01	1.336748e+00
238	1.029147e-01	1.344637e+00
239	1.039975e-01	1.352468e+00
240	1.050840e-01	1.360262e+00
241	1.061722e-01	1.368008e+00
242	1.072644e-01	1.375733e+00
243	1.083624e-01	1.383460e+00
244	1.094651e-01	1.391175e+00
245	1.105768e-01	1.398920e+00
246	1.117003e-01	1.406718e+00
247	1.128336e-01	1.414551e+00
248	1.139756e-01	1.422419e+00
249	1.151264e-01	1.430321e+00
250	1.162866e-01	1.438257e+00
251	1.174605e-01	1.446255e+00
252	1.186415e-01	1.454269e+00
253	1.198267e-01	1.462283e+00
254	1.210180e-01	1.470308e+00
255	1.222154e-01	1.478333e+00
256	1.234176e-01	1.486347e+00
257	1.246221e-01	1.494342e+00
258	1.258265e-01	1.502298e+00
259	1.270311e-01	1.510208e+00
260	1.282404e-01	1.518112e+00
261	1.294493e-01	1.525979e+00
262	1.306495e-01	1.533750e+00
263	1.318475e-01	1.541468e+00
264	1.330476e-01	1.549164e+00
265	1.342441e-01	1.556794e+00
266	1.354371e-01	1.564367e+00
267	1.366256e-01	1.571878e+00
268	1.378090e-01	1.579321e+00
269	1.389897e-01	1.586719e+00
270	1.401702e-01	1.594091e+00
271	1.413448e-01	1.601388e+00
272	1.425177e-01	1.608637e+00
273	1.436886e-01	1.615848e+00
274	1.448541e-01	1.622996e+00
275	1.460120e-01	1.630070e+00
276	1.471630e-01	1.637074e+00
277	1.483102e-01	1.644028e+00
278	1.494518e-01	1.650915e+00
279	1.505886e-01	1.657747e+00
280	1.517180e-01	1.664510e+00
281	1.528413e-01	1.671213e+00
282	1.539545e-01	1.677832e+00
283	1.550626e-01	1.684397e+00
284	1.561642e-01	1.690899e+00
285	1.572553e-01	1.697314e+00
286	1.583415e-01	1.703679e+00
287	1.594237e-01	1.710002e+00
288	1.604992e-01	1.716270e+00
289	1.615632e-01	1.722454e+00
290	1.626218e-01	1.728591e+00
291	1.636817e-01	1.734720e+00
292	1.647391e-01	1.740816e+00
293	1.657870e-01	1.746841e+00
294	1.668267e-01	1.752804e+00
295	1.678607e-01	1.758718e+00
296	1.688955e-01	1.764617e+00
297	1.699268e-01	1.770484e+00
298	1.709498e-01	1.776291e+00
299	1.719667e-01	1.782050e+00
300	1.729868e-01	1.787818e+00
301	1.740138e-01	1.793612e+00
302	1.750398e-01	1.799389e+00
303	1.760643e-01	1.805144e+00
304	1.770930e-01	1.810911e+00
305	1.781272e-01	1.816691e+00
306	1.791655e-01	1.822474e+00
307	1.802045e-01	1.828243e+00
308	1.812445e-01	1.834000e+00
309	1.822830e-01	1.839729e+00
310	1.833211e-01	1.845437e+00
311	1.843615e-01	1.851134e+00
312	1.854018e-01	1.856810e+00
313	1.864401e-01	1.862452e+00
314	1.874747e-01	1.868051e+00
315	1.885093e-01	1.873625e+00
316	1.895458e-01	1.879185e+00
317	1.905794e-01	1.884707e+00
318	1.916051e-01	1.890163e+00
319	1.926256e-01	1.895570e+00
320	1.936455e-01	1.900951e+00
321	1.946645e-01	1.906306e+00
322	1.956772e-01	1.911604e+00
323	1.966831e-01	1.916845e+00
324	1.976881e-01	1.922062e+00
325	1.986956e-01	1.927273e+00
326	1.996992e-01	1.932443e+00
327	2.006966e-01	1.937563e+00
328	2.016912e-01	1.942652e+00
329	2.026876e-01	1.947736e+00
330	2.036853e-01	1.952809e+00
331	2.046756e-01	1.957828e+00
332	2.056617e-01	1.962813e+00
333	2.066467e-01	1.967781e+00
334	2.076320e-01	1.972738e+00
335	2.086130e-01	1.977657e+00
336	2.095879e-01	1.982533e+00
337	2.105589e-01	1.987381e+00
338	2.115313e-01	1.992228e+00
339	2.125007e-01	1.997048e+00
340	2.134610e-01	2.001810e+00
341	2.144155e-01	2.006532e+00
342	2.153671e-01	2.011233e+00
343	2.163172e-01	2.015921e+00
344	2.172597e-01	2.020559e+00
345	2.181953e-01	2.025150e+00
346	2.191322e-01	2.029739e+00
347	2.200683e-01	2.034318e+00
348	2.209976e-01	2.038852e+00
349	2.219187e-01	2.043335e+00
350	2.228404e-01	2.047811e+00
351	2.237591e-01	2.052265e+00
352	2.246673e-01	2.056660e+00
353	2.255699e-01	2.061022e+00
354	2.264700e-01	2.065364e+00
355	2.273670e-01	2.069680e+00
356	2.282537e-01	2.073939e+00
357	2.291328e-01	2.078158e+00
358	2.300088e-01	2.082356e+00
359	2.308828e-01	2.086537e+00
360	2.317484e-01	2.090667e+00
361	2.326036e-01	2.094741e+00
362	2.334538e-01	2.098789e+00
363	2.343018e-01	2.102822e+00
364	2.351468e-01	2.106831e+00
365	2.359859e-01	2.110804e+00
366	2.368169e-01	2.114732e+00
367	2.376402e-01	2.118619e+00
368	2.384552e-01	2.122459e+00
369	2.392714e-01	2.126297e+00
370	2.400883e-01	2.130133e+00
371	2.409042e-01	2.133959e+00
372	2.417127e-01	2.137744e+00
373	2.425121e-01	2.141478e+00
374	2.433084e-01	2.145187e+00
375	2.441061e-01	2.148897e+00
376	2.449041e-01	2.152602e+00
377	2.457004e-01	2.156292e+00
378	2.464944e-01	2.159961e+00
379	2.472903e-01	2.163631e+00
380	2.480880e-01	2.167303e+00
381	2.488807e-01	2.170943e+00
382	2.496671e-01	2.174545e+00
383	2.504506e-01	2.178126e+00
384	2.512394e-01	2.181724e+00
385	2.520317e-01	2.185333e+00
386	2.528217e-01	2.188924e+00
387	2.536114e-01	2.192505e+00
388	2.544009e-01	2.196079e+00
389	2.551918e-01	2.199653e+00
390	2.559790e-01	2.203204e+00
391	2.567560e-01	2.206702e+00
392	2.575281e-01	2.210171e+00
393	2.582996e-01	2.213631e+00
394	2.590757e-01	2.217108e+00
395	2.598505e-01	2.220574e+00
396	2.606172e-01	2.223999e+00
397	2.613760e-01	2.227384e+00
398	2.621279e-01	2.230732e+00
