t_index	avg_L2_error	avg_relative_error
0	2.758592e-06	7.014983e-03
1	1.025404e-05	1.344900e-02
2	2.184008e-05	1.952867e-02
3	3.708316e-05	2.534042e-02
4	5.571489e-05	3.095672e-02
5	7.752737e-05	3.641859e-02
6	1.022624e-04	4.173550e-02
7	1.297063e-04	4.692238e-02
8	1.597192e-04	5.200247e-02
9	1.921755e-04	5.699280e-02
10	2.269860e-04	6.190888e-02
11	2.641065e-04	6.676580e-02
12	3.034763e-04	7.156840e-02
13	3.450127e-04	7.631331e-02
14	3.886597e-04	8.100193e-02
15	4.344043e-04	8.564300e-02
16	4.822316e-04	9.024319e-02
17	5.320832e-04	9.480178e-02
18	5.838682e-04	9.931474e-02
19	6.375216e-04	1.037829e-01
20	6.929815e-04	1.082074e-01
21	7.500438e-04	1.125729e-01
22	8.086770e-04	1.168857e-01
23	8.688978e-04	1.211564e-01
24	9.307922e-04	1.254007e-01
25	9.944823e-04	1.296349e-01
26	1.060031e-03	1.338662e-01
27	1.127715e-03	1.381205e-01
28	1.197998e-03	1.424358e-01
29	1.271287e-03	1.468375e-01
30	1.348059e-03	1.513499e-01
31	1.428652e-03	1.559805e-01
32	1.513277e-03	1.607263e-01
33	1.602278e-03	1.655933e-01
34	1.695986e-03	1.705838e-01
35	1.794509e-03	1.756830e-01
36	1.898114e-03	1.808877e-01
37	2.006833e-03	1.861826e-01
38	2.120645e-03	1.915534e-01
39	2.239539e-03	1.969918e-01
40	2.363608e-03	2.024963e-01
41	2.493043e-03	2.080678e-01
42	2.627521e-03	2.136854e-01
43	2.766597e-03	2.193301e-01
44	2.910141e-03	2.249995e-01
45	3.058507e-03	2.307116e-01
46	3.212199e-03	2.364885e-01
47	3.371779e-03	2.423491e-01
48	3.537138e-03	2.482837e-01
49	3.708264e-03	2.542853e-01
50	3.885022e-03	2.603457e-01
51	4.067856e-03	2.664779e-01
52	4.257322e-03	2.726965e-01
53	4.453625e-03	2.790006e-01
54	4.656335e-03	2.853707e-01
55	4.865009e-03	2.917902e-01
56	5.079406e-03	2.982505e-01
57	5.300023e-03	3.047663e-01
58	5.527308e-03	3.113472e-01
59	5.761823e-03	3.180040e-01
60	6.003775e-03	3.247382e-01
61	6.253365e-03	3.315469e-01
62	6.510548e-03	3.384235e-01
63	6.776155e-03	3.453885e-01
64	7.051508e-03	3.524731e-01
65	7.336751e-03	3.596746e-01
66	7.631622e-03	3.669771e-01
67	7.936178e-03	3.743753e-01
68	8.251011e-03	3.818762e-01
69	8.576267e-03	3.894744e-01
70	8.912923e-03	3.971856e-01
71	9.261450e-03	4.050156e-01
72	9.621411e-03	4.129495e-01
73	9.991875e-03	4.209638e-01
74	1.037262e-02	4.290487e-01
75	1.076455e-02	4.372155e-01
76	1.116902e-02	4.454807e-01
77	1.158668e-02	4.538492e-01
78	1.201789e-02	4.623224e-01
79	1.246208e-02	4.708867e-01
80	1.291890e-02	4.795315e-01
81	1.338890e-02	4.882603e-01
82	1.387283e-02	4.970801e-01
83	1.437199e-02	5.060052e-01
84	1.488692e-02	5.150373e-01
85	1.541805e-02	5.241772e-01
86	1.596561e-02	5.334214e-01
87	1.652897e-02	5.427541e-01
88	1.710755e-02	5.521601e-01
89	1.770192e-02	5.616422e-01
90	1.831277e-02	5.712075e-01
91	1.894048e-02	5.808577e-01
92	1.958580e-02	5.905977e-01
93	2.024849e-02	6.004162e-01
94	2.092816e-02	6.103022e-01
95	2.162516e-02	6.202539e-01
96	2.233888e-02	6.302563e-01
97	2.306887e-02	6.402998e-01
98	2.381592e-02	6.503930e-01
99	2.458042e-02	6.605406e-01
100	2.536328e-02	6.707493e-01
101	2.616344e-02	6.810013e-01
102	2.697942e-02	6.912729e-01
103	2.781010e-02	7.015467e-01
104	2.865502e-02	7.118138e-01
105	2.951442e-02	7.220747e-01
106	3.038801e-02	7.323289e-01
107	3.127625e-02	7.425841e-01
108	3.217879e-02	7.528359e-01
109	3.309573e-02	7.630821e-01
110	3.402787e-02	7.733280e-01
