t_index	avg_L2_error	std_L2_error	avg_relative_error	std_relative_error
0	3.944747e-03	2.469200e-03	7.845717e-02	2.632235e-02
1	2.432835e-03	1.179142e-03	6.651821e-02	2.343404e-02
2	1.808996e-03	6.733324e-04	6.106691e-02	2.305447e-02
3	1.572798e-03	6.378296e-04	5.948152e-02	2.521273e-02
4	1.434092e-03	6.248695e-04	5.888199e-02	2.660891e-02
5	1.314035e-03	5.818545e-04	5.815963e-02	2.693682e-02
6	1.230121e-03	5.051768e-04	5.779032e-02	2.605543e-02
7	1.166658e-03	4.166091e-04	5.748693e-02	2.431904e-02
8	1.126083e-03	3.422301e-04	5.741355e-02	2.245479e-02
9	1.092313e-03	2.674079e-04	5.712616e-02	1.973610e-02
10	1.062707e-03	2.183023e-04	5.654855e-02	1.636901e-02
11	1.071447e-03	2.122145e-04	5.700960e-02	1.458319e-02
12	1.103376e-03	2.149371e-04	5.813131e-02	1.380971e-02
13	1.159695e-03	2.151776e-04	6.002749e-02	1.439397e-02
14	1.235690e-03	2.193673e-04	6.237583e-02	1.558491e-02
15	1.317021e-03	2.275631e-04	6.461524e-02	1.636844e-02
16	1.389348e-03	2.354319e-04	6.638758e-02	1.651130e-02
17	1.454312e-03	2.469555e-04	6.784501e-02	1.653712e-02
18	1.514872e-03	2.652342e-04	6.909854e-02	1.662826e-02
19	1.589956e-03	2.759929e-04	7.056961e-02	1.651113e-02
20	1.670537e-03	2.840218e-04	7.206388e-02	1.631128e-02
21	1.752595e-03	2.920490e-04	7.350269e-02	1.608983e-02
22	1.835448e-03	3.002983e-04	7.488143e-02	1.585773e-02
23	1.918503e-03	3.087670e-04	7.619709e-02	1.561711e-02
24	2.001294e-03	3.174336e-04	7.744978e-02	1.537097e-02
25	2.083443e-03	3.262799e-04	7.864129e-02	1.512277e-02
26	2.164602e-03	3.352714e-04	7.977363e-02	1.487500e-02
27	2.244434e-03	3.443482e-04	8.084857e-02	1.462881e-02
28	2.322605e-03	3.534176e-04	8.186746e-02	1.438407e-02
29	2.398771e-03	3.623461e-04	8.283110e-02	1.413936e-02
30	2.472537e-03	3.709119e-04	8.373894e-02	1.389071e-02
31	2.543348e-03	3.786893e-04	8.458720e-02	1.362861e-02
32	2.610185e-03	3.847228e-04	8.536383e-02	1.332940e-02
33	2.670191e-03	3.861114e-04	8.602515e-02	1.291577e-02
34	2.717437e-03	3.771530e-04	8.647642e-02	1.222387e-02
35	2.775911e-03	3.818616e-04	8.713834e-02	1.196478e-02
36	2.832476e-03	3.873048e-04	8.778079e-02	1.174530e-02
37	2.886607e-03	3.930722e-04	8.839690e-02	1.155113e-02
