t_index	avg_L2_error	std_L2_error	avg_relative_error	std_relative_error
0	3.979626e-03	2.417173e-03	7.862974e-02	2.605554e-02
1	2.606247e-03	1.097459e-03	6.863752e-02	2.297322e-02
2	2.188165e-03	6.125675e-04	6.656515e-02	2.287739e-02
3	2.199554e-03	6.294197e-04	6.925920e-02	2.531522e-02
4	2.330533e-03	6.643555e-04	7.347946e-02	2.719997e-02
5	2.486065e-03	6.844599e-04	7.789882e-02	2.844488e-02
6	2.671577e-03	6.727661e-04	8.265972e-02	2.888179e-02
7	2.863848e-03	6.645006e-04	8.735582e-02	2.887908e-02
8	3.057928e-03	6.843218e-04	9.194083e-02	2.893407e-02
9	3.233496e-03	7.104121e-04	9.604156e-02	2.849234e-02
10	3.385946e-03	7.535774e-04	9.958272e-02	2.772488e-02
11	3.546754e-03	8.147868e-04	1.032225e-01	2.782179e-02
12	3.699299e-03	8.749166e-04	1.066514e-01	2.829084e-02
13	3.846339e-03	9.321892e-04	1.099426e-01	2.934492e-02
14	3.982069e-03	9.769275e-04	1.129477e-01	3.047427e-02
15	4.093303e-03	1.005157e-03	1.153933e-01	3.112395e-02
16	4.167389e-03	1.026359e-03	1.170676e-01	3.122413e-02
17	4.207833e-03	1.049433e-03	1.180700e-01	3.112848e-02
18	4.219827e-03	1.074334e-03	1.185050e-01	3.095143e-02
19	4.223336e-03	1.074683e-03	1.187034e-01	3.040192e-02
20	4.211947e-03	1.063536e-03	1.185776e-01	2.964904e-02
21	4.184079e-03	1.047014e-03	1.181149e-01	2.878478e-02
22	4.141489e-03	1.026294e-03	1.173549e-01	2.783997e-02
23	4.086013e-03	1.002245e-03	1.163365e-01	2.683623e-02
24	4.019581e-03	9.756111e-04	1.150991e-01	2.579304e-02
25	3.944141e-03	9.470515e-04	1.136812e-01	2.472761e-02
26	3.861578e-03	9.171515e-04	1.121188e-01	2.365412e-02
27	3.773686e-03	8.864326e-04	1.104459e-01	2.258367e-02
28	3.682137e-03	8.553588e-04	1.086932e-01	2.152448e-02
29	3.588467e-03	8.243448e-04	1.068889e-01	2.048214e-02
30	3.494026e-03	7.937695e-04	1.050575e-01	1.945893e-02
31	3.399873e-03	7.640104e-04	1.032179e-01	1.845191e-02
32	3.306474e-03	7.355430e-04	1.013779e-01	1.744674e-02
33	3.212238e-03	7.094572e-04	9.950465e-02	1.638632e-02
34	3.113182e-03	6.883959e-04	9.751595e-02	1.517279e-02
35	3.033112e-03	6.647402e-04	9.588337e-02	1.430759e-02
36	2.960206e-03	6.421981e-04	9.437507e-02	1.350659e-02
37	2.894736e-03	6.208876e-04	9.299732e-02	1.275956e-02
38	2.837154e-03	6.008176e-04	9.176017e-02	1.206252e-02
39	2.787882e-03	5.819603e-04	9.067305e-02	1.141298e-02
40	2.747275e-03	5.642672e-04	8.974400e-02	1.080915e-02
41	2.715615e-03	5.476792e-04	8.897932e-02	1.024973e-02
42	2.693109e-03	5.321335e-04	8.838341e-02	9.733904e-03
43	2.679889e-03	5.175703e-04	8.795872e-02	9.261331e-03
44	2.676020e-03	5.039384e-04	8.770577e-02	8.832169e-03
45	2.681499e-03	4.912002e-04	8.762316e-02	8.447036e-03
46	2.696262e-03	4.793358e-04	8.770770e-02	8.106934e-03
47	2.720187e-03	4.683462e-04	8.795458e-02	7.813100e-03
48	2.753101e-03	4.582556e-04	8.835753e-02	7.566806e-03
49	2.794781e-03	4.491127e-04	8.890904e-02	7.369116e-03
50	2.844961e-03	4.409902e-04	8.960059e-02	7.220628e-03
51	2.903336e-03	4.339837e-04	9.042287e-02	7.121256e-03
52	2.969563e-03	4.282077e-04	9.136598e-02	7.070068e-03
53	3.043270e-03	4.237914e-04	9.241968e-02	7.065235e-03
54	3.124058e-03	4.208718e-04	9.357351e-02	7.104082e-03
55	3.211501e-03	4.195855e-04	9.481699e-02	7.183238e-03
56	3.305158e-03	4.200600e-04	9.613975e-02	7.298841e-03
57	3.404566e-03	4.224047e-04	9.753159e-02	7.446766e-03
58	3.509255e-03	4.267026e-04	9.898264e-02	7.622838e-03
59	3.618740e-03	4.330038e-04	1.004833e-01	7.823002e-03
60	3.732531e-03	4.413220e-04	1.020245e-01	8.043448e-03
61	3.850135e-03	4.516333e-04	1.035975e-01	8.280689e-03
62	3.971056e-03	4.638782e-04	1.051940e-01	8.531591e-03
63	4.094800e-03	4.779653e-04	1.068060e-01	8.793383e-03
64	4.220877e-03	4.937774e-04	1.084263e-01	9.063641e-03
65	4.348801e-03	5.111774e-04	1.100478e-01	9.340256e-03
66	4.478096e-03	5.300144e-04	1.116640e-01	9.621404e-03
67	4.608294e-03	5.501293e-04	1.132686e-01	9.905510e-03
68	4.738939e-03	5.713593e-04	1.148560e-01	1.019121e-02
69	4.869586e-03	5.935420e-04	1.164207e-01	1.047732e-02
70	4.999807e-03	6.165177e-04	1.179577e-01	1.076281e-02
71	5.129186e-03	6.401317e-04	1.194623e-01	1.104677e-02
72	5.257326e-03	6.642353e-04	1.209300e-01	1.132840e-02
73	5.383847e-03	6.886871e-04	1.223567e-01	1.160697e-02
74	5.508385e-03	7.133529e-04	1.237388e-01	1.188182e-02
75	5.630596e-03	7.381062e-04	1.250726e-01	1.215235e-02
76	5.750157e-03	7.628283e-04	1.263549e-01	1.241801e-02
77	5.866762e-03	7.874077e-04	1.275828e-01	1.267826e-02
78	5.980125e-03	8.117406e-04	1.287534e-01	1.293259e-02
79	6.089982e-03	8.357301e-04	1.298643e-01	1.318053e-02
80	6.196088e-03	8.592863e-04	1.309132e-01	1.342160e-02
81	6.298218e-03	8.823261e-04	1.318980e-01	1.365535e-02
82	6.396167e-03	9.047726e-04	1.328171e-01	1.388133e-02
83	6.489750e-03	9.265555e-04	1.336687e-01	1.409911e-02
84	6.578803e-03	9.476102e-04	1.344515e-01	1.430825e-02
85	6.663179e-03	9.678780e-04	1.351644e-01	1.450834e-02
86	6.742751e-03	9.873060e-04	1.358064e-01	1.469896e-02
87	6.817412e-03	1.005847e-03	1.363766e-01	1.487972e-02
88	6.887069e-03	1.023458e-03	1.368747e-01	1.505024e-02
89	6.951651e-03	1.040102e-03	1.373002e-01	1.521014e-02
90	7.011101e-03	1.055747e-03	1.376529e-01	1.535909e-02
91	7.065379e-03	1.070365e-03	1.379330e-01	1.549675e-02
92	7.114461e-03	1.083935e-03	1.381406e-01	1.562282e-02
93	7.158337e-03	1.096436e-03	1.382761e-01	1.573702e-02
94	7.197013e-03	1.107855e-03	1.383402e-01	1.583911e-02
95	7.230507e-03	1.118182e-03	1.383334e-01	1.592887e-02
96	7.258850e-03	1.127410e-03	1.382568e-01	1.600613e-02
97	7.282087e-03	1.135537e-03	1.381114e-01	1.607072e-02
98	7.300272e-03	1.142564e-03	1.378985e-01	1.612256e-02
99	7.313471e-03	1.148496e-03	1.376193e-01	1.616156e-02
100	7.321761e-03	1.153339e-03	1.372753e-01	1.618771e-02
101	7.325226e-03	1.157105e-03	1.368682e-01	1.620102e-02
102	7.323962e-03	1.159807e-03	1.363998e-01	1.620155e-02
103	7.318070e-03	1.161462e-03	1.358717e-01	1.618938e-02
104	7.307660e-03	1.162086e-03	1.352860e-01	1.616467e-02
105	7.292848e-03	1.161703e-03	1.346446e-01	1.612758e-02
106	7.273756e-03	1.160334e-03	1.339497e-01	1.607834e-02
107	7.250512e-03	1.158005e-03	1.332034e-01	1.601720e-02
108	7.223249e-03	1.154743e-03	1.324080e-01	1.594445e-02
109	7.192102e-03	1.150575e-03	1.315656e-01	1.586042e-02
110	7.157214e-03	1.145532e-03	1.306786e-01	1.576545e-02
111	7.118726e-03	1.139646e-03	1.297494e-01	1.565995e-02
112	7.076785e-03	1.132948e-03	1.287801e-01	1.554430e-02
113	7.031540e-03	1.125472e-03	1.277733e-01	1.541896e-02
114	6.983141e-03	1.117253e-03	1.267313e-01	1.528438e-02
115	6.931737e-03	1.108326e-03	1.256563e-01	1.514101e-02
116	6.877482e-03	1.098726e-03	1.245508e-01	1.498936e-02
117	6.820527e-03	1.088490e-03	1.234171e-01	1.482993e-02
118	6.761023e-03	1.077655e-03	1.222574e-01	1.466321e-02
119	6.699124e-03	1.066258e-03	1.210739e-01	1.448972e-02
120	6.634979e-03	1.054337e-03	1.198690e-01	1.430998e-02
121	6.568738e-03	1.041928e-03	1.186446e-01	1.412452e-02
122	6.500549e-03	1.029069e-03	1.174031e-01	1.393384e-02
123	6.430559e-03	1.015799e-03	1.161463e-01	1.373846e-02
124	6.358914e-03	1.002154e-03	1.148764e-01	1.353890e-02
125	6.285755e-03	9.881711e-04	1.135952e-01	1.333566e-02
126	6.211222e-03	9.738880e-04	1.123046e-01	1.312922e-02
127	6.135454e-03	9.593412e-04	1.110065e-01	1.292009e-02
128	6.058585e-03	9.445668e-04	1.097026e-01	1.270872e-02
129	5.980748e-03	9.296007e-04	1.083945e-01	1.249558e-02
130	5.902071e-03	9.144782e-04	1.070840e-01	1.228113e-02
131	5.822681e-03	8.992342e-04	1.057724e-01	1.206578e-02
132	5.742699e-03	8.839027e-04	1.044614e-01	1.184997e-02
133	5.662245e-03	8.685173e-04	1.031523e-01	1.163409e-02
134	5.581434e-03	8.531111e-04	1.018464e-01	1.141854e-02
135	5.500378e-03	8.377161e-04	1.005451e-01	1.120369e-02
136	5.419186e-03	8.223639e-04	9.924955e-02	1.098990e-02
137	5.337962e-03	8.070852e-04	9.796089e-02	1.077752e-02
138	5.256807e-03	7.919102e-04	9.668023e-02	1.056688e-02
139	5.175819e-03	7.768678e-04	9.540859e-02	1.035829e-02
140	5.095093e-03	7.619862e-04	9.414696e-02	1.015206e-02
141	5.014718e-03	7.472925e-04	9.289625e-02	9.948472e-03
142	4.934784e-03	7.328121e-04	9.165735e-02	9.747787e-03
143	4.855375e-03	7.185687e-04	9.043107e-02	9.550252e-03
144	4.776573e-03	7.045845e-04	8.921822e-02	9.356091e-03
145	4.698455e-03	6.908797e-04	8.801951e-02	9.165507e-03
146	4.621096e-03	6.774728e-04	8.683566e-02	8.978687e-03
147	4.544567e-03	6.643808e-04	8.566729e-02	8.795798e-03
148	4.468935e-03	6.516193e-04	8.451503e-02	8.616996e-03
149	4.394265e-03	6.392025e-04	8.337944e-02	8.442423e-03
150	4.320616e-03	6.271435e-04	8.226102e-02	8.272206e-03
151	4.248043e-03	6.154539e-04	8.116028e-02	8.106464e-03
152	4.176600e-03	6.041444e-04	8.007765e-02	7.945306e-03
153	4.106335e-03	5.932243e-04	7.901353e-02	7.788827e-03
154	4.037294e-03	5.827018e-04	7.796831e-02	7.637116e-03
155	3.969518e-03	5.725835e-04	7.694231e-02	7.490246e-03
156	3.903045e-03	5.628745e-04	7.593585e-02	7.348279e-03
157	3.837912e-03	5.535778e-04	7.494921e-02	7.211260e-03
158	3.774151e-03	5.446948e-04	7.398263e-02	7.079216e-03
159	3.711790e-03	5.362244e-04	7.303635e-02	6.952155e-03
160	3.650858e-03	5.281637e-04	7.211058e-02	6.830063e-03
161	3.591380e-03	5.205071e-04	7.120550e-02	6.712901e-03
162	3.533381e-03	5.132469e-04	7.032133e-02	6.600601e-03
163	3.476889e-03	5.063720e-04	6.945828e-02	6.493055e-03
164	3.421932e-03	4.998673e-04	6.861661e-02	6.390100e-03
165	3.368533e-03	4.937107e-04	6.779649e-02	6.291509e-03
166	3.316690e-03	4.878806e-04	6.699791e-02	6.197087e-03
167	3.266387e-03	4.823739e-04	6.622063e-02	6.106852e-03
168	3.217616e-03	4.771927e-04	6.546455e-02	6.020849e-03
169	3.170390e-03	4.723221e-04	6.472977e-02	5.938923e-03
170	3.124718e-03	4.677415e-04	6.401634e-02	5.860851e-03
171	3.080587e-03	4.634316e-04	6.332412e-02	5.786430e-03
172	3.037978e-03	4.593727e-04	6.265289e-02	5.715455e-03
173	2.996882e-03	4.555450e-04	6.200253e-02	5.647708e-03
174	2.957292e-03	4.519292e-04	6.137296e-02	5.582971e-03
175	2.919200e-03	4.485063e-04	6.076408e-02	5.521026e-03
176	2.882597e-03	4.452582e-04	6.017575e-02	5.461660e-03
177	2.847469e-03	4.421674e-04	5.960783e-02	5.404673e-03
178	2.813807e-03	4.392178e-04	5.906020e-02	5.349875e-03
179	2.781599e-03	4.363934e-04	5.853271e-02	5.297083e-03
180	2.750827e-03	4.336757e-04	5.802515e-02	5.246073e-03
181	2.721459e-03	4.310410e-04	5.753716e-02	5.196535e-03
182	2.693459e-03	4.284671e-04	5.706833e-02	5.148163e-03
183	2.666799e-03	4.259383e-04	5.661834e-02	5.100746e-03
184	2.641458e-03	4.234420e-04	5.618693e-02	5.054122e-03
185	2.617411e-03	4.209658e-04	5.577380e-02	5.008130e-03
186	2.594632e-03	4.184977e-04	5.537862e-02	4.962609e-03
187	2.573091e-03	4.160262e-04	5.500104e-02	4.917406e-03
188	2.552760e-03	4.135408e-04	5.464069e-02	4.872381e-03
189	2.533608e-03	4.110316e-04	5.429719e-02	4.827406e-03
190	2.515602e-03	4.084900e-04	5.397015e-02	4.782365e-03
191	2.498712e-03	4.059080e-04	5.365917e-02	4.737155e-03
192	2.482904e-03	4.032784e-04	5.336383e-02	4.691685e-03
193	2.468145e-03	4.005950e-04	5.308369e-02	4.645877e-03
194	2.454401e-03	3.978523e-04	5.281833e-02	4.599662e-03
195	2.441637e-03	3.950455e-04	5.256730e-02	4.552985e-03
196	2.429819e-03	3.921705e-04	5.233015e-02	4.505799e-03
197	2.418912e-03	3.892239e-04	5.210643e-02	4.458070e-03
198	2.408880e-03	3.862031e-04	5.189567e-02	4.409769e-03
