t_index	avg_L2_error	std_L2_error	avg_relative_error	std_relative_error
0	1.495439e-04	6.672175e-05	1.500543e-02	2.567970e-03
1	9.962616e-05	5.932811e-05	1.240152e-02	1.710008e-03
2	9.017410e-05	5.560486e-05	1.217711e-02	1.702226e-03
3	8.894441e-05	5.287413e-05	1.253017e-02	1.687194e-03
4	9.208629e-05	5.248296e-05	1.317100e-02	1.749422e-03
5	9.714423e-05	5.318923e-05	1.393857e-02	1.841652e-03
6	1.027077e-04	5.424005e-05	1.473091e-02	1.927151e-03
7	1.079906e-04	5.534674e-05	1.547906e-02	2.007734e-03
8	1.125535e-04	5.639908e-05	1.613963e-02	2.096652e-03
9	1.161759e-04	5.735897e-05	1.668897e-02	2.203826e-03
10	1.187999e-04	5.824384e-05	1.711852e-02	2.333277e-03
11	1.204704e-04	5.907627e-05	1.743110e-02	2.482630e-03
12	1.212941e-04	5.988365e-05	1.763627e-02	2.647241e-03
13	1.214141e-04	6.069496e-05	1.774726e-02	2.822483e-03
14	1.209824e-04	6.152227e-05	1.777896e-02	3.003778e-03
15	1.201319e-04	6.234036e-05	1.774601e-02	3.185970e-03
16	1.189593e-04	6.308276e-05	1.766122e-02	3.363225e-03
17	1.175273e-04	6.365784e-05	1.753509e-02	3.529429e-03
18	1.158864e-04	6.397391e-05	1.737709e-02	3.678798e-03
19	1.140916e-04	6.396627e-05	1.719656e-02	3.806863e-03
20	1.122021e-04	6.360362e-05	1.700256e-02	3.910726e-03
21	1.102751e-04	6.287848e-05	1.680344e-02	3.988581e-03
22	1.083646e-04	6.180002e-05	1.660684e-02	4.039414e-03
23	1.065242e-04	6.039213e-05	1.641984e-02	4.063025e-03
24	1.048091e-04	5.869224e-05	1.624898e-02	4.060159e-03
25	1.032754e-04	5.674943e-05	1.610022e-02	4.032603e-03
26	1.019782e-04	5.462176e-05	1.597869e-02	3.983221e-03
27	1.009693e-04	5.237348e-05	1.588857e-02	3.915906e-03
28	1.002948e-04	5.007231e-05	1.583288e-02	3.835442e-03
29	9.999315e-05	4.778740e-05	1.581348e-02	3.747290e-03
30	1.000948e-04	4.558763e-05	1.583115e-02	3.657295e-03
31	1.006217e-04	4.354020e-05	1.588575e-02	3.571336e-03
32	1.015876e-04	4.170897e-05	1.597636e-02	3.494910e-03
33	1.029983e-04	4.015223e-05	1.610150e-02	3.432729e-03
34	1.048528e-04	3.891984e-05	1.625930e-02	3.388355e-03
35	1.071441e-04	3.804978e-05	1.644761e-02	3.363941e-03
36	1.098599e-04	3.756483e-05	1.666418e-02	3.360149e-03
37	1.129838e-04	3.747054e-05	1.690670e-02	3.376248e-03
38	1.164962e-04	3.775521e-05	1.717287e-02	3.410389e-03
39	1.203752e-04	3.839251e-05	1.746046e-02	3.459971e-03
40	1.245972e-04	3.934594e-05	1.776729e-02	3.522052e-03
41	1.291374e-04	4.057410e-05	1.809126e-02	3.593700e-03
42	1.339704e-04	4.203570e-05	1.843033e-02	3.672273e-03
43	1.390706e-04	4.369330e-05	1.878252e-02	3.755596e-03
44	1.444120e-04	4.551578e-05	1.914590e-02	3.842046e-03
45	1.499689e-04	4.747937e-05	1.951858e-02	3.930571e-03
46	1.557156e-04	4.956776e-05	1.989873e-02	4.020643e-03
47	1.616268e-04	5.177142e-05	2.028456e-02	4.112185e-03
48	1.676773e-04	5.408643e-05	2.067434e-02	4.205469e-03
49	1.738428e-04	5.651308e-05	2.106640e-02	4.301012e-03
50	1.800991e-04	5.905433e-05	2.145916e-02	4.399466e-03
51	1.864230e-04	6.171436e-05	2.185116e-02	4.501522e-03
52	1.927923e-04	6.449718e-05	2.224102e-02	4.607822e-03
53	1.991857e-04	6.740560e-05	2.262749e-02	4.718894e-03
54	2.055835e-04	7.044032e-05	2.300946e-02	4.835101e-03
55	2.119673e-04	7.359944e-05	2.338595e-02	4.956604e-03
56	2.183207e-04	7.687819e-05	2.375614e-02	5.083351e-03
57	2.246292e-04	8.026894e-05	2.411933e-02	5.215072e-03
58	2.308805e-04	8.376142e-05	2.447502e-02	5.351286e-03
59	2.370649e-04	8.734313e-05	2.482284e-02	5.491327e-03
60	2.431749e-04	9.099980e-05	2.516258e-02	5.634361e-03
61	2.492059e-04	9.471595e-05	2.549418e-02	5.779423e-03
62	2.551558e-04	9.847549e-05	2.581775e-02	5.925445e-03
63	2.610255e-04	1.022622e-04	2.613350e-02	6.071290e-03
64	2.668184e-04	1.060604e-04	2.644183e-02	6.215781e-03
65	2.725407e-04	1.098551e-04	2.674323e-02	6.357732e-03
66	2.782014e-04	1.136324e-04	2.703829e-02	6.495974e-03
67	2.838116e-04	1.173801e-04	2.732774e-02	6.629377e-03
68	2.893852e-04	1.210874e-04	2.761237e-02	6.756873e-03
69	2.949380e-04	1.247451e-04	2.789301e-02	6.877475e-03
70	3.004878e-04	1.283463e-04	2.817059e-02	6.990296e-03
71	3.060542e-04	1.318856e-04	2.844602e-02	7.094573e-03
72	3.116581e-04	1.353597e-04	2.872025e-02	7.189680e-03
73	3.173218e-04	1.387674e-04	2.899417e-02	7.275147e-03
74	3.230683e-04	1.421092e-04	2.926868e-02	7.350671e-03
75	3.289209e-04	1.453877e-04	2.954459e-02	7.416125e-03
76	3.349032e-04	1.486068e-04	2.982263e-02	7.471558e-03
77	3.410387e-04	1.517719e-04	3.010346e-02	7.517189e-03
78	3.473503e-04	1.548898e-04	3.038760e-02	7.553394e-03
79	3.538599e-04	1.579675e-04	3.067550e-02	7.580688e-03
80	3.605884e-04	1.610126e-04	3.096748e-02	7.599695e-03
81	3.675552e-04	1.640323e-04	3.126372e-02	7.611113e-03
