t_index	avg_L2_error	std_L2_error	avg_relative_error	std_relative_error
0	1.796645e-04	8.491993e-05	1.628120e-02	3.219997e-03
1	1.447761e-04	7.495652e-05	1.506495e-02	3.203579e-03
2	1.536633e-04	8.392495e-05	1.609809e-02	4.132660e-03
3	1.658439e-04	8.792460e-05	1.740949e-02	4.860322e-03
4	1.773100e-04	8.835232e-05	1.874886e-02	5.538956e-03
5	1.887443e-04	8.864406e-05	2.010051e-02	6.256156e-03
6	2.007986e-04	8.996535e-05	2.146881e-02	6.983242e-03
7	2.137412e-04	9.242490e-05	2.284862e-02	7.666769e-03
8	2.275938e-04	9.587545e-05	2.422511e-02	8.262357e-03
9	2.422507e-04	1.001308e-04	2.558039e-02	8.744287e-03
10	2.575847e-04	1.050486e-04	2.689951e-02	9.106144e-03
11	2.734624e-04	1.105532e-04	2.817019e-02	9.352974e-03
12	2.896673e-04	1.165941e-04	2.937897e-02	9.496011e-03
13	3.060167e-04	1.231576e-04	3.051613e-02	9.549528e-03
14	3.223838e-04	1.302389e-04	3.157660e-02	9.529139e-03
15	3.386812e-04	1.378234e-04	3.255860e-02	9.449720e-03
16	3.548323e-04	1.458835e-04	3.346186e-02	9.324118e-03
17	3.707450e-04	1.543875e-04	3.428607e-02	9.162678e-03
18	3.863095e-04	1.633086e-04	3.503056e-02	8.973811e-03
19	4.014225e-04	1.726210e-04	3.569581e-02	8.765894e-03
20	4.159926e-04	1.822942e-04	3.628343e-02	8.547318e-03
21	4.299344e-04	1.922896e-04	3.679557e-02	8.325877e-03
22	4.431684e-04	2.025574e-04	3.723478e-02	8.108726e-03
23	4.556259e-04	2.130405e-04	3.760401e-02	7.902428e-03
24	4.672575e-04	2.236852e-04	3.790679e-02	7.713125e-03
25	4.780411e-04	2.344516e-04	3.814734e-02	7.546774e-03
26	4.879842e-04	2.453173e-04	3.833058e-02	7.409307e-03
27	4.971220e-04	2.562728e-04	3.846202e-02	7.306570e-03
28	5.055128e-04	2.673149e-04	3.854762e-02	7.244038e-03
29	5.132324e-04	2.784382e-04	3.859363e-02	7.226364e-03
30	5.203686e-04	2.896298e-04	3.860645e-02	7.256846e-03
31	5.270166e-04	3.008646e-04	3.859257e-02	7.336926e-03
32	5.332755e-04	3.121035e-04	3.855845e-02	7.465822e-03
