t_index	avg_L2_error	std_L2_error	avg_relative_error	std_relative_error
0	1.521054e-04	6.859391e-05	1.512645e-02	2.579436e-03
1	9.837357e-05	5.476730e-05	1.252141e-02	1.744278e-03
2	8.751211e-05	5.101179e-05	1.233391e-02	1.883010e-03
3	8.674484e-05	5.187368e-05	1.280194e-02	2.202138e-03
4	8.978885e-05	5.404149e-05	1.354917e-02	2.611339e-03
5	9.418710e-05	5.595406e-05	1.440759e-02	3.055153e-03
6	9.874723e-05	5.717500e-05	1.527514e-02	3.499101e-03
7	1.029790e-04	5.782840e-05	1.609435e-02	3.917171e-03
8	1.067237e-04	5.814724e-05	1.683692e-02	4.293188e-03
9	1.099070e-04	5.827102e-05	1.748723e-02	4.617149e-03
10	1.124888e-04	5.827279e-05	1.803695e-02	4.884149e-03
11	1.144793e-04	5.819464e-05	1.848589e-02	5.096178e-03
12	1.158911e-04	5.800665e-05	1.883796e-02	5.258397e-03
13	1.167432e-04	5.764434e-05	1.909993e-02	5.377124e-03
14	1.170926e-04	5.706043e-05	1.928280e-02	5.460765e-03
15	1.170323e-04	5.624704e-05	1.940035e-02	5.517894e-03
16	1.166601e-04	5.521703e-05	1.946622e-02	5.554759e-03
17	1.160630e-04	5.398736e-05	1.949251e-02	5.574928e-03
18	1.153141e-04	5.257846e-05	1.948950e-02	5.580070e-03
19	1.144752e-04	5.101885e-05	1.946577e-02	5.571047e-03
20	1.135994e-04	4.934837e-05	1.942841e-02	5.548711e-03
21	1.127336e-04	4.761870e-05	1.938327e-02	5.514273e-03
22	1.119193e-04	4.589171e-05	1.933519e-02	5.469419e-03
23	1.111921e-04	4.423638e-05	1.928800e-02	5.416309e-03
24	1.105805e-04	4.272420e-05	1.924462e-02	5.357467e-03
25	1.101047e-04	4.142248e-05	1.920714e-02	5.295521e-03
26	1.097776e-04	4.038676e-05	1.917696e-02	5.232900e-03
27	1.096056e-04	3.965368e-05	1.915504e-02	5.171577e-03
28	1.095894e-04	3.923630e-05	1.914198e-02	5.112915e-03
29	1.097258e-04	3.912292e-05	1.913818e-02	5.057630e-03
30	1.100081e-04	3.927974e-05	1.914392e-02	5.005831e-03
31	1.104278e-04	3.965664e-05	1.915938e-02	4.957118e-03
32	1.109747e-04	4.019432e-05	1.918471e-02	4.910712e-03
33	1.116385e-04	4.083115e-05	1.922004e-02	4.865585e-03
34	1.124088e-04	4.150851e-05	1.926545e-02	4.820582e-03
35	1.132757e-04	4.217415e-05	1.932106e-02	4.774512e-03
36	1.142309e-04	4.278376e-05	1.938696e-02	4.726207e-03
37	1.152672e-04	4.330121e-05	1.946329e-02	4.674557e-03
38	1.163796e-04	4.369791e-05	1.955020e-02	4.618514e-03
39	1.175647e-04	4.395174e-05	1.964789e-02	4.557090e-03
40	1.188215e-04	4.404570e-05	1.975662e-02	4.489338e-03
41	1.201510e-04	4.396672e-05	1.987670e-02	4.414334e-03
42	1.215561e-04	4.370454e-05	2.000845e-02	4.331175e-03
43	1.230413e-04	4.325081e-05	2.015222e-02	4.238972e-03
44	1.246125e-04	4.259848e-05	2.030837e-02	4.136873e-03
45	1.262768e-04	4.174144e-05	2.047720e-02	4.024077e-03
46	1.280419e-04	4.067431e-05	2.065898e-02	3.899874e-03
47	1.299158e-04	3.939251e-05	2.085387e-02	3.763683e-03
48	1.319068e-04	3.789241e-05	2.106194e-02	3.615084e-03
49	1.340227e-04	3.617164e-05	2.128315e-02	3.453861e-03
50	1.362707e-04	3.422934e-05	2.151730e-02	3.280032e-03
51	1.386576e-04	3.206666e-05	2.176410e-02	3.093872e-03
52	1.411891e-04	2.968711e-05	2.202312e-02	2.895949e-03
53	1.438702e-04	2.709733e-05	2.229384e-02	2.687152e-03
54	1.467049e-04	2.430814e-05	2.257567e-02	2.468748e-03
55	1.496965e-04	2.133672e-05	2.286792e-02	2.242486e-03
56	1.528474e-04	1.821142e-05	2.316991e-02	2.010788e-03
57	1.561597e-04	1.498344e-05	2.348092e-02	1.777106e-03
58	1.596348e-04	1.175931e-05	2.380024e-02	1.546624e-03
59	1.632738e-04	8.801680e-06	2.412718e-02	1.327569e-03
60	1.670779e-04	6.817899e-06	2.446109e-02	1.133530e-03
61	1.710480e-04	7.044417e-06	2.480135e-02	9.864186e-04
62	1.751851e-04	9.541052e-06	2.514742e-02	9.155858e-04
63	1.794905e-04	1.321591e-05	2.549877e-02	9.433560e-04
64	1.839653e-04	1.744286e-05	2.585497e-02	1.065258e-03
65	1.886113e-04	2.198490e-05	2.621562e-02	1.255954e-03
66	1.934301e-04	2.674345e-05	2.658034e-02	1.490008e-03
67	1.984237e-04	3.166980e-05	2.694884e-02	1.750126e-03
68	2.035943e-04	3.673587e-05	2.732083e-02	2.025788e-03
69	2.089440e-04	4.192341e-05	2.769606e-02	2.310570e-03
70	2.144753e-04	4.721957e-05	2.807430e-02	2.600358e-03
71	2.201904e-04	5.261472e-05	2.845532e-02	2.892361e-03
72	2.260918e-04	5.810141e-05	2.883890e-02	3.184574e-03
73	2.321818e-04	6.367377e-05	2.922482e-02	3.475489e-03
74	2.384625e-04	6.932713e-05	2.961286e-02	3.763919e-03
75	2.449363e-04	7.505771e-05	3.000278e-02	4.048902e-03
76	2.516052e-04	8.086236e-05	3.039436e-02	4.329627e-03
77	2.584713e-04	8.673832e-05	3.078734e-02	4.605388e-03
78	2.655367e-04	9.268292e-05	3.118148e-02	4.875547e-03
79	2.728034e-04	9.869330e-05	3.157654e-02	5.139501e-03
80	2.802733e-04	1.047662e-04	3.197228e-02	5.396658e-03
81	2.879486e-04	1.108978e-04	3.236847e-02	5.646427e-03
82	2.958312e-04	1.170836e-04	3.276490e-02	5.888208e-03
83	3.039233e-04	1.233183e-04	3.316138e-02	6.121399e-03
84	3.122274e-04	1.295963e-04	3.355770e-02	6.345410e-03
85	3.207458e-04	1.359114e-04	3.395372e-02	6.559686e-03
86	3.294811e-04	1.422574e-04	3.434924e-02	6.763727e-03
87	3.384357e-04	1.486282e-04	3.474408e-02	6.957113e-03
88	3.476123e-04	1.550177e-04	3.513805e-02	7.139510e-03
89	3.570135e-04	1.614200e-04	3.553096e-02	7.310658e-03
90	3.666426e-04	1.678287e-04	3.592264e-02	7.470338e-03
91	3.765042e-04	1.742365e-04	3.631299e-02	7.618312e-03
92	3.866046e-04	1.806347e-04	3.670203e-02	7.754285e-03
93	3.969527e-04	1.870123e-04	3.708992e-02	7.877878e-03
94	4.075599e-04	1.933573e-04	3.747693e-02	7.988668e-03
95	4.184398e-04	1.996564e-04	3.786341e-02	8.086255e-03
96	4.296075e-04	2.058971e-04	3.824973e-02	8.170381e-03
97	4.410785e-04	2.120691e-04	3.863619e-02	8.241061e-03
98	4.528669e-04	2.181665e-04	3.902287e-02	8.298742e-03
99	4.649831e-04	2.241899e-04	3.940956e-02	8.344438e-03
100	4.774322e-04	2.301482e-04	3.979563e-02	8.379781e-03
101	4.902131e-04	2.360577e-04	4.018015e-02	8.406913e-03
102	5.033198e-04	2.419392e-04	4.056191e-02	8.428269e-03
103	5.167430e-04	2.478156e-04	4.093964e-02	8.446346e-03
104	5.304705e-04	2.537085e-04	4.131208e-02	8.463546e-03
105	5.444863e-04	2.596373e-04	4.167793e-02	8.482104e-03
106	5.587701e-04	2.656183e-04	4.203587e-02	8.504051e-03
107	5.732966e-04	2.716641e-04	4.238454e-02	8.531180e-03
108	5.880353e-04	2.777833e-04	4.272258e-02	8.565007e-03
109	6.029531e-04	2.839809e-04	4.304869e-02	8.606731e-03
110	6.180158e-04	2.902587e-04	4.336173e-02	8.657203e-03
111	6.331917e-04	2.966152e-04	4.366085e-02	8.716902e-03
112	6.484554e-04	3.030455e-04	4.394556e-02	8.785924e-03
113	6.637918e-04	3.095408e-04	4.421588e-02	8.863994e-03
114	6.792010e-04	3.160880e-04	4.447244e-02	8.950513e-03
115	6.947025e-04	3.226702e-04	4.471659e-02	9.044655e-03
116	7.103372e-04	3.292694e-04	4.495030e-02	9.145529e-03
117	7.261619e-04	3.358714e-04	4.517597e-02	9.252390e-03
118	7.422376e-04	3.424717e-04	4.539589e-02	9.364846e-03
119	7.586143e-04	3.490801e-04	4.561181e-02	9.482906e-03
120	7.753224e-04	3.557191e-04	4.582470e-02	9.606855e-03
121	7.923738e-04	3.624185e-04	4.603492e-02	9.737004e-03
122	8.097740e-04	3.692076e-04	4.624267e-02	9.873449e-03
123	8.275479e-04	3.761081e-04	4.644879e-02	1.001594e-02
124	8.457734e-04	3.831324e-04	4.665569e-02	1.016395e-02
125	8.646015e-04	3.902904e-04	4.686767e-02	1.031696e-02
126	8.842464e-04	3.976042e-04	4.709043e-02	1.047484e-02
127	9.049430e-04	4.051224e-04	4.732966e-02	1.063802e-02
128	9.268844e-04	4.129279e-04	4.758940e-02	1.080740e-02
129	9.501792e-04	4.211291e-04	4.787105e-02	1.098398e-02
130	9.748644e-04	4.298432e-04	4.817408e-02	1.116840e-02
131	1.000956e-03	4.391845e-04	4.849746e-02	1.136088e-02
132	1.028468e-03	4.492600e-04	4.884022e-02	1.156127e-02
133	1.057383e-03	4.601584e-04	4.920077e-02	1.176887e-02
134	1.087628e-03	4.719334e-04	4.957642e-02	1.198228e-02
135	1.119083e-03	4.845948e-04	4.996373e-02	1.219944e-02
136	1.151602e-03	4.981136e-04	5.035901e-02	1.241793e-02
137	1.185041e-03	5.124357e-04	5.075886e-02	1.263543e-02
138	1.219273e-03	5.274991e-04	5.116042e-02	1.284992e-02
139	1.254210e-03	5.432496e-04	5.156184e-02	1.305982e-02
140	1.289831e-03	5.596566e-04	5.196270e-02	1.326392e-02
141	1.326209e-03	5.767361e-04	5.236450e-02	1.346152e-02
142	1.363535e-03	5.945791e-04	5.277080e-02	1.365257e-02
143	1.402099e-03	6.133705e-04	5.318664e-02	1.383784e-02
144	1.442234e-03	6.333868e-04	5.361723e-02	1.401892e-02
145	1.484232e-03	6.549665e-04	5.406637e-02	1.419780e-02
146	1.528246e-03	6.784560e-04	5.453495e-02	1.437623e-02
147	1.574226e-03	7.041354e-04	5.502023e-02	1.455512e-02
148	1.621915e-03	7.321520e-04	5.551633e-02	1.473416e-02
149	1.670914e-03	7.624925e-04	5.601576e-02	1.491195e-02
150	1.720785e-03	7.950074e-04	5.651121e-02	1.508652e-02
151	1.771134e-03	8.294533e-04	5.699694e-02	1.525572e-02
152	1.821655e-03	8.655250e-04	5.746924e-02	1.541743e-02
153	1.872172e-03	9.029137e-04	5.792678e-02	1.557006e-02
154	1.922713e-03	9.414336e-04	5.837125e-02	1.571375e-02
155	1.973565e-03	9.811425e-04	5.880753e-02	1.585151e-02
156	2.025227e-03	1.022344e-03	5.924267e-02	1.598904e-02
157	2.078295e-03	1.065483e-03	5.968421e-02	1.613347e-02
158	2.133364e-03	1.111019e-03	6.013909e-02	1.629180e-02
159	2.190993e-03	1.159360e-03	6.061342e-02	1.646976e-02
160	2.251699e-03	1.210875e-03	6.111250e-02	1.667187e-02
161	2.315964e-03	1.265903e-03	6.164085e-02	1.690137e-02
162	2.384209e-03	1.324731e-03	6.220211e-02	1.716001e-02
163	2.456827e-03	1.387644e-03	6.279932e-02	1.744845e-02
164	2.534233e-03	1.455010e-03	6.343539e-02	1.776733e-02
165	2.616880e-03	1.527312e-03	6.411316e-02	1.811761e-02
166	2.705185e-03	1.605052e-03	6.483463e-02	1.849992e-02
167	2.799460e-03	1.688640e-03	6.560042e-02	1.891381e-02
168	2.899911e-03	1.778378e-03	6.640989e-02	1.935794e-02
169	3.006695e-03	1.874530e-03	6.726171e-02	1.983087e-02
170	3.119965e-03	1.977393e-03	6.815430e-02	2.033176e-02
171	3.239892e-03	2.087327e-03	6.908598e-02	2.086062e-02
172	3.366658e-03	2.204751e-03	7.005493e-02	2.141820e-02
173	3.500445e-03	2.330121e-03	7.105911e-02	2.200574e-02
174	3.641419e-03	2.463909e-03	7.209620e-02	2.262469e-02
175	3.789735e-03	2.606591e-03	7.316380e-02	2.327644e-02
176	3.945543e-03	2.758642e-03	7.425959e-02	2.396214e-02
177	4.109009e-03	2.920533e-03	7.538157e-02	2.468249e-02
178	4.280320e-03	3.092726e-03	7.652824e-02	2.543766e-02
179	4.459677e-03	3.275650e-03	7.769853e-02	2.622723e-02
180	4.647254e-03	3.469618e-03	7.889147e-02	2.704981e-02
181	4.843104e-03	3.674645e-03	8.010571e-02	2.790236e-02
182	5.047037e-03	3.890234e-03	8.133895e-02	2.877918e-02
183	5.258568e-03	4.115246e-03	8.258785e-02	2.967170e-02
184	5.477001e-03	4.348036e-03	8.384871e-02	3.056956e-02
185	5.701592e-03	4.586728e-03	8.511836e-02	3.146219e-02
186	5.931656e-03	4.829423e-03	8.639464e-02	3.233990e-02
187	6.166570e-03	5.074245e-03	8.767618e-02	3.319394e-02
188	6.405731e-03	5.319345e-03	8.896201e-02	3.401649e-02
189	6.648537e-03	5.562957e-03	9.025115e-02	3.480077e-02
