t_index	avg_L2_error	std_L2_error	avg_relative_error	std_relative_error
0	3.976589e-03	2.491532e-03	7.892015e-02	2.634178e-02
1	2.524786e-03	1.196716e-03	6.802341e-02	2.313575e-02
2	1.985024e-03	6.478680e-04	6.428848e-02	2.232294e-02
3	1.851779e-03	5.770242e-04	6.493788e-02	2.418588e-02
4	1.830509e-03	5.458879e-04	6.693420e-02	2.545812e-02
5	1.838975e-03	4.963254e-04	6.911154e-02	2.590025e-02
6	1.891480e-03	4.180478e-04	7.176332e-02	2.542748e-02
7	1.968759e-03	3.336496e-04	7.454343e-02	2.443673e-02
8	2.071096e-03	2.685342e-04	7.753745e-02	2.358353e-02
9	2.179987e-03	2.053079e-04	8.031142e-02	2.221555e-02
10	2.290330e-03	1.721853e-04	8.279206e-02	2.051381e-02
11	2.435049e-03	1.761353e-04	8.585385e-02	2.006948e-02
12	2.597863e-03	1.843387e-04	8.910236e-02	2.028306e-02
13	2.778042e-03	1.974321e-04	9.252243e-02	2.125249e-02
14	2.970670e-03	2.221460e-04	9.592273e-02	2.243375e-02
15	3.160583e-03	2.497992e-04	9.896741e-02	2.317553e-02
16	3.332718e-03	2.760801e-04	1.014474e-01	2.337465e-02
17	3.488203e-03	3.105739e-04	1.034798e-01	2.340682e-02
18	3.629557e-03	3.553172e-04	1.051573e-01	2.340535e-02
19	3.775976e-03	3.839808e-04	1.067766e-01	2.319579e-02
20	3.918159e-03	4.077930e-04	1.082321e-01	2.288446e-02
21	4.052006e-03	4.312868e-04	1.094927e-01	2.252440e-02
22	4.176854e-03	4.546679e-04	1.105729e-01	2.213315e-02
23	4.292192e-03	4.777525e-04	1.114863e-01	2.172045e-02
24	4.397710e-03	5.003544e-04	1.122466e-01	2.129471e-02
25	4.493240e-03	5.223219e-04	1.128675e-01	2.086314e-02
26	4.578702e-03	5.434992e-04	1.133609e-01	2.043105e-02
27	4.654072e-03	5.637133e-04	1.137378e-01	2.000189e-02
28	4.719374e-03	5.827638e-04	1.140074e-01	1.957743e-02
29	4.774659e-03	6.004156e-04	1.141780e-01	1.915792e-02
30	4.819957e-03	6.163299e-04	1.142559e-01	1.874136e-02
31	4.855158e-03	6.299003e-04	1.142443e-01	1.832140e-02
32	4.879708e-03	6.397938e-04	1.141399e-01	1.788129e-02
33	4.891265e-03	6.419638e-04	1.139170e-01	1.736677e-02
34	4.884119e-03	6.273668e-04	1.135084e-01	1.665450e-02
35	4.883211e-03	6.324189e-04	1.132187e-01	1.625192e-02
36	4.875766e-03	6.376324e-04	1.128900e-01	1.588281e-02
37	4.861766e-03	6.423754e-04	1.125213e-01	1.553719e-02
38	4.841490e-03	6.464416e-04	1.121145e-01	1.521116e-02
39	4.815293e-03	6.497288e-04	1.116722e-01	1.490229e-02
40	4.783564e-03	6.521817e-04	1.111973e-01	1.460881e-02
41	4.746708e-03	6.537719e-04	1.106924e-01	1.432933e-02
42	4.705138e-03	6.544888e-04	1.101602e-01	1.406266e-02
43	4.659271e-03	6.543350e-04	1.096032e-01	1.380780e-02
44	4.609522e-03	6.533234e-04	1.090240e-01	1.356388e-02
45	4.556302e-03	6.514753e-04	1.084248e-01	1.333016e-02
46	4.500017e-03	6.488191e-04	1.078080e-01	1.310598e-02
47	4.441064e-03	6.453895e-04	1.071758e-01	1.289077e-02
48	4.379830e-03	6.412264e-04	1.065303e-01	1.268405e-02
49	4.316694e-03	6.363747e-04	1.058737e-01	1.248543e-02
50	4.252020e-03	6.308838e-04	1.052081e-01	1.229457e-02
51	4.186164e-03	6.248070e-04	1.045355e-01	1.211125e-02
52	4.119464e-03	6.182013e-04	1.038579e-01	1.193528e-02
53	4.052248e-03	6.111276e-04	1.031773e-01	1.176660e-02
54	3.984830e-03	6.036497e-04	1.024957e-01	1.160519e-02
55	3.917507e-03	5.958350e-04	1.018150e-01	1.145113e-02
56	3.850563e-03	5.877535e-04	1.011372e-01	1.130457e-02
57	3.784269e-03	5.794785e-04	1.004643e-01	1.116576e-02
58	3.718878e-03	5.710859e-04	9.979816e-02	1.103502e-02
59	3.654628e-03	5.626544e-04	9.914067e-02	1.091276e-02
60	3.591745e-03	5.542650e-04	9.849373e-02	1.079945e-02
61	3.530436e-03	5.460010e-04	9.785918e-02	1.069565e-02
62	3.470896e-03	5.379474e-04	9.723884e-02	1.060198e-02
63	3.413301e-03	5.301908e-04	9.663445e-02	1.051911e-02
64	3.357817e-03	5.228185e-04	9.604771e-02	1.044774e-02
65	3.304590e-03	5.159179e-04	9.548026e-02	1.038863e-02
66	3.253754e-03	5.095755e-04	9.493361e-02	1.034249e-02
67	3.205428e-03	5.038761e-04	9.440922e-02	1.031006e-02
68	3.159715e-03	4.989014e-04	9.390841e-02	1.029200e-02
69	3.116706e-03	4.947284e-04	9.343236e-02	1.028894e-02
70	3.076474e-03	4.914285e-04	9.298214e-02	1.030139e-02
71	3.039083e-03	4.890654e-04	9.255865e-02	1.032975e-02
72	3.004578e-03	4.876944e-04	9.216261e-02	1.037427e-02
73	2.972996e-03	4.873604e-04	9.179457e-02	1.043506e-02
74	2.944356e-03	4.880973e-04	9.145489e-02	1.051206e-02
75	2.918667e-03	4.899274e-04	9.114375e-02	1.060501e-02
76	2.895925e-03	4.928605e-04	9.086109e-02	1.071349e-02
77	2.876114e-03	4.968944e-04	9.060666e-02	1.083690e-02
78	2.859206e-03	5.020154e-04	9.038002e-02	1.097448e-02
79	2.845163e-03	5.081986e-04	9.018048e-02	1.112530e-02
80	2.833934e-03	5.154095e-04	9.000718e-02	1.128833e-02
81	2.825460e-03	5.236049e-04	8.985905e-02	1.146240e-02
82	2.819670e-03	5.327347e-04	8.973482e-02	1.164626e-02
83	2.816485e-03	5.427429e-04	8.963305e-02	1.183862e-02
84	2.815818e-03	5.535691e-04	8.955214e-02	1.203813e-02
85	2.817573e-03	5.651500e-04	8.949035e-02	1.224341e-02
86	2.821645e-03	5.774204e-04	8.944577e-02	1.245310e-02
87	2.827923e-03	5.903142e-04	8.941642e-02	1.266586e-02
88	2.836290e-03	6.037649e-04	8.940020e-02	1.288037e-02
89	2.846623e-03	6.177068e-04	8.939496e-02	1.309537e-02
90	2.858793e-03	6.320753e-04	8.939847e-02	1.330965e-02
91	2.872666e-03	6.468068e-04	8.940850e-02	1.352208e-02
92	2.888106e-03	6.618398e-04	8.942279e-02	1.373159e-02
93	2.904970e-03	6.771144e-04	8.943908e-02	1.393718e-02
94	2.923116e-03	6.925725e-04	8.945518e-02	1.413795e-02
95	2.942397e-03	7.081582e-04	8.946890e-02	1.433308e-02
96	2.962666e-03	7.238175e-04	8.947813e-02	1.452180e-02
97	2.983775e-03	7.394983e-04	8.948085e-02	1.470346e-02
98	3.005574e-03	7.551504e-04	8.947511e-02	1.487746e-02
99	3.027914e-03	7.707257e-04	8.945907e-02	1.504329e-02
100	3.050649e-03	7.861775e-04	8.943099e-02	1.520050e-02
101	3.073632e-03	8.014612e-04	8.938927e-02	1.534871e-02
102	3.096717e-03	8.165338e-04	8.933242e-02	1.548762e-02
103	3.119763e-03	8.313540e-04	8.925907e-02	1.561698e-02
104	3.142630e-03	8.458822e-04	8.916799e-02	1.573659e-02
105	3.165183e-03	8.600804e-04	8.905808e-02	1.584632e-02
106	3.187290e-03	8.739122e-04	8.892837e-02	1.594607e-02
107	3.208823e-03	8.873428e-04	8.877803e-02	1.603579e-02
108	3.229658e-03	9.003391e-04	8.860634e-02	1.611547e-02
109	3.249679e-03	9.128696e-04	8.841272e-02	1.618516e-02
110	3.268771e-03	9.249044e-04	8.819671e-02	1.624490e-02
111	3.286829e-03	9.364153e-04	8.795795e-02	1.629479e-02
112	3.303751e-03	9.473758e-04	8.769621e-02	1.633495e-02
113	3.319443e-03	9.577609e-04	8.741136e-02	1.636553e-02
114	3.333815e-03	9.675477e-04	8.710336e-02	1.638667e-02
115	3.346787e-03	9.767147e-04	8.677226e-02	1.639857e-02
116	3.358284e-03	9.852425e-04	8.641821e-02	1.640142e-02
117	3.368236e-03	9.931133e-04	8.604145e-02	1.639542e-02
118	3.376584e-03	1.000311e-03	8.564225e-02	1.638080e-02
119	3.383272e-03	1.006822e-03	8.522100e-02	1.635778e-02
120	3.388254e-03	1.012634e-03	8.477812e-02	1.632659e-02
121	3.391489e-03	1.017737e-03	8.431409e-02	1.628747e-02
122	3.392944e-03	1.022121e-03	8.382945e-02	1.624067e-02
123	3.392593e-03	1.025782e-03	8.332478e-02	1.618644e-02
124	3.390416e-03	1.028713e-03	8.280070e-02	1.612501e-02
125	3.386401e-03	1.030912e-03	8.225786e-02	1.605663e-02
126	3.380541e-03	1.032378e-03	8.169694e-02	1.598154e-02
127	3.372837e-03	1.033110e-03	8.111866e-02	1.590000e-02
128	3.363294e-03	1.033112e-03	8.052375e-02	1.581222e-02
129	3.351925e-03	1.032387e-03	7.991295e-02	1.571846e-02
130	3.338749e-03	1.030940e-03	7.928705e-02	1.561892e-02
131	3.323788e-03	1.028778e-03	7.864681e-02	1.551385e-02
132	3.307072e-03	1.025909e-03	7.799301e-02	1.540344e-02
133	3.288633e-03	1.022342e-03	7.732645e-02	1.528792e-02
134	3.268511e-03	1.018089e-03	7.664791e-02	1.516750e-02
135	3.246747e-03	1.013162e-03	7.595818e-02	1.504237e-02
136	3.223389e-03	1.007576e-03	7.525805e-02	1.491276e-02
137	3.198485e-03	1.001345e-03	7.454830e-02	1.477885e-02
138	3.172091e-03	9.944874e-04	7.382970e-02	1.464085e-02
139	3.144263e-03	9.870215e-04	7.310302e-02	1.449896e-02
140	3.115061e-03	9.789670e-04	7.236903e-02	1.435339e-02
141	3.084548e-03	9.703443e-04	7.162848e-02	1.420431e-02
142	3.052789e-03	9.611742e-04	7.088213e-02	1.405191e-02
143	3.019854e-03	9.514775e-04	7.013073e-02	1.389633e-02
144	2.985813e-03	9.412744e-04	6.937503e-02	1.373771e-02
145	2.950736e-03	9.305855e-04	6.861576e-02	1.357617e-02
146	2.914698e-03	9.194312e-04	6.785366e-02	1.341182e-02
147	2.877772e-03	9.078327e-04	6.708945e-02	1.324476e-02
148	2.840034e-03	8.958118e-04	6.632382e-02	1.307512e-02
149	2.801558e-03	8.833908e-04	6.555746e-02	1.290298e-02
150	2.762418e-03	8.705925e-04	6.479103e-02	1.272847e-02
151	2.722688e-03	8.574404e-04	6.402518e-02	1.255170e-02
152	2.682442e-03	8.439582e-04	6.326053e-02	1.237279e-02
153	2.641751e-03	8.301701e-04	6.249769e-02	1.219184e-02
154	2.600687e-03	8.161004e-04	6.173725e-02	1.200898e-02
155	2.559319e-03	8.017737e-04	6.097978e-02	1.182433e-02
156	2.517718e-03	7.872147e-04	6.022582e-02	1.163802e-02
157	2.475949e-03	7.724479e-04	5.947593e-02	1.145015e-02
158	2.434078e-03	7.574974e-04	5.873060e-02	1.126086e-02
159	2.392170e-03	7.423873e-04	5.799036e-02	1.107025e-02
160	2.350288e-03	7.271407e-04	5.725570e-02	1.087843e-02
161	2.308493e-03	7.117802e-04	5.652712e-02	1.068551e-02
162	2.266849e-03	6.963273e-04	5.580514e-02	1.049155e-02
163	2.225420e-03	6.808016e-04	5.509031e-02	1.029659e-02
164	2.184272e-03	6.652189e-04	5.438325e-02	1.010062e-02
165	2.143467e-03	6.495891e-04	5.368454e-02	9.903517e-03
166	2.103048e-03	6.339235e-04	5.299450e-02	9.705292e-03
167	2.063037e-03	6.182539e-04	5.231318e-02	9.506323e-03
168	2.023473e-03	6.026190e-04	5.164077e-02	9.307070e-03
169	1.984405e-03	5.870411e-04	5.097774e-02	9.107690e-03
170	1.945881e-03	5.715351e-04	5.032452e-02	8.908229e-03
171	1.907931e-03	5.561128e-04	4.968136e-02	8.708719e-03
172	1.870578e-03	5.407849e-04	4.904841e-02	8.509199e-03
173	1.833850e-03	5.255656e-04	4.842591e-02	8.309761e-03
174	1.797782e-03	5.104704e-04	4.781417e-02	8.110526e-03
175	1.762404e-03	4.955144e-04	4.721349e-02	7.911621e-03
176	1.727743e-03	4.807118e-04	4.662415e-02	7.713171e-03
177	1.693827e-03	4.660770e-04	4.604641e-02	7.515321e-03
178	1.660682e-03	4.516251e-04	4.548057e-02	7.318231e-03
179	1.628335e-03	4.373709e-04	4.492694e-02	7.122080e-03
180	1.596805e-03	4.233261e-04	4.438573e-02	6.927007e-03
181	1.566098e-03	4.094943e-04	4.385701e-02	6.733050e-03
182	1.536216e-03	3.958767e-04	4.334080e-02	6.540220e-03
183	1.507167e-03	3.824805e-04	4.283719e-02	6.348623e-03
184	1.478963e-03	3.693153e-04	4.234638e-02	6.158410e-03
185	1.451616e-03	3.563896e-04	4.186852e-02	5.969731e-03
186	1.425131e-03	3.437106e-04	4.140372e-02	5.782726e-03
187	1.399514e-03	3.312849e-04	4.095210e-02	5.597533e-03
188	1.374768e-03	3.191182e-04	4.051374e-02	5.414294e-03
189	1.350894e-03	3.072162e-04	4.008872e-02	5.233150e-03
190	1.327894e-03	2.955838e-04	3.967708e-02	5.054247e-03
191	1.305764e-03	2.842258e-04	3.927889e-02	4.877731e-03
192	1.284505e-03	2.731464e-04	3.889417e-02	4.703751e-03
193	1.264110e-03	2.623495e-04	3.852294e-02	4.532458e-03
194	1.244577e-03	2.518390e-04	3.816521e-02	4.364002e-03
195	1.225898e-03	2.416180e-04	3.782095e-02	4.198536e-03
196	1.208067e-03	2.316898e-04	3.749016e-02	4.036212e-03
