t_index	avg_L2_error	avg_relative_error
0	9.792166e-07	4.079773e-03
1	3.640737e-06	7.873953e-03
2	7.761460e-06	1.150587e-02
3	1.323773e-05	1.503613e-02
4	2.000917e-05	1.849578e-02
5	2.802923e-05	2.190009e-02
6	3.726597e-05	2.526069e-02
7	4.768743e-05	2.858202e-02
8	5.927220e-05	3.186954e-02
9	7.201740e-05	3.513167e-02
10	8.596082e-05	3.838597e-02
11	1.011423e-04	4.164372e-02
12	1.176741e-04	4.493121e-02
13	1.356696e-04	4.826612e-02
14	1.551965e-04	5.164983e-02
15	1.763922e-04	5.509677e-02
16	1.992799e-04	5.859447e-02
17	2.238961e-04	6.213534e-02
18	2.503144e-04	6.571888e-02
19	2.784283e-04	6.931623e-02
20	3.081458e-04	7.290626e-02
21	3.395263e-04	7.648978e-02
22	3.723727e-04	8.003036e-02
23	4.068100e-04	8.353352e-02
24	4.429483e-04	8.699496e-02
25	4.806346e-04	9.038089e-02
26	5.197661e-04	9.366865e-02
27	5.599884e-04	9.682537e-02
28	6.005511e-04	9.980438e-02
29	6.413403e-04	1.026270e-01
30	6.818484e-04	1.052725e-01
31	7.222451e-04	1.077971e-01
32	7.621109e-04	1.101955e-01
33	8.014879e-04	1.124917e-01
34	8.400604e-04	1.146766e-01
35	8.778650e-04	1.167764e-01
36	9.151087e-04	1.187980e-01
37	9.516114e-04	1.207323e-01
38	9.878037e-04	1.226314e-01
39	1.023921e-03	1.245275e-01
40	1.060546e-03	1.264520e-01
41	1.097877e-03	1.284218e-01
42	1.136263e-03	1.304621e-01
43	1.175188e-03	1.325475e-01
44	1.215256e-03	1.346968e-01
45	1.256437e-03	1.369099e-01
46	1.299074e-03	1.391960e-01
47	1.342761e-03	1.415405e-01
48	1.387922e-03	1.439578e-01
49	1.434663e-03	1.464470e-01
50	1.483217e-03	1.490155e-01
51	1.533437e-03	1.516627e-01
52	1.585433e-03	1.543823e-01
53	1.639890e-03	1.571965e-01
54	1.696941e-03	1.601169e-01
55	1.756441e-03	1.631374e-01
56	1.818546e-03	1.662603e-01
57	1.883937e-03	1.695031e-01
58	1.952659e-03	1.728746e-01
59	2.024232e-03	1.763504e-01
60	2.098559e-03	1.799212e-01
61	2.176172e-03	1.836056e-01
62	2.256924e-03	1.873847e-01
63	2.340495e-03	1.912462e-01
64	2.426409e-03	1.951683e-01
65	2.514667e-03	1.991439e-01
66	2.605749e-03	2.031919e-01
67	2.699813e-03	2.073119e-01
68	2.796912e-03	2.115032e-01
69	2.896442e-03	2.157316e-01
70	2.998818e-03	2.200139e-01
71	3.103962e-03	2.243421e-01
72	3.211954e-03	2.287141e-01
73	3.322827e-03	2.331207e-01
74	3.436777e-03	2.375598e-01
75	3.553869e-03	2.420407e-01
76	3.673454e-03	2.465362e-01
77	3.795936e-03	2.510532e-01
78	3.921147e-03	2.555717e-01
79	4.050283e-03	2.601356e-01
80	4.182033e-03	2.646987e-01
81	4.316097e-03	2.692527e-01
82	4.453239e-03	2.738170e-01
83	4.594023e-03	2.784046e-01
84	4.739080e-03	2.830335e-01
85	4.887328e-03	2.876683e-01
86	5.039343e-03	2.923273e-01
87	5.195729e-03	2.970194e-01
88	5.356590e-03	3.017447e-01
89	5.520733e-03	3.064725e-01
90	5.687940e-03	3.112005e-01
91	5.858584e-03	3.159337e-01
92	6.031922e-03	3.206474e-01
93	6.207008e-03	3.253241e-01
94	6.382834e-03	3.299479e-01
95	6.559659e-03	3.345246e-01
96	6.737651e-03	3.390546e-01
97	6.916884e-03	3.435430e-01
98	7.097071e-03	3.479937e-01
99	7.278802e-03	3.524327e-01
100	7.460799e-03	3.568176e-01
101	7.644112e-03	3.611737e-01
102	7.828708e-03	3.655011e-01
103	8.016283e-03	3.698431e-01
104	8.203878e-03	3.741294e-01
105	8.392127e-03	3.783757e-01
106	8.581545e-03	3.825916e-01
107	8.774709e-03	3.868369e-01
108	8.970902e-03	3.910937e-01
109	9.167966e-03	3.953150e-01
110	9.366048e-03	3.995104e-01
111	9.567389e-03	4.037295e-01
112	9.772112e-03	4.079678e-01
113	9.977948e-03	4.121734e-01
114	1.018637e-02	4.163839e-01
115	1.039768e-02	4.206142e-01
116	1.061108e-02	4.248476e-01
117	1.082561e-02	4.290634e-01
118	1.104477e-02	4.333291e-01
119	1.126684e-02	4.376128e-01
120	1.149056e-02	4.418896e-01
121	1.171562e-02	4.461540e-01
122	1.194401e-02	4.504490e-01
123	1.217428e-02	4.547406e-01
124	1.240491e-02	4.589990e-01
125	1.263532e-02	4.632224e-01
126	1.286710e-02	4.674436e-01
127	1.309932e-02	4.716413e-01
128	1.333102e-02	4.757956e-01
129	1.356150e-02	4.798975e-01
130	1.379252e-02	4.839810e-01
131	1.402363e-02	4.880382e-01
132	1.425415e-02	4.920542e-01
133	1.448374e-02	4.960219e-01
134	1.471299e-02	4.999526e-01
135	1.494215e-02	5.038551e-01
136	1.517040e-02	5.077149e-01
137	1.539925e-02	5.115534e-01
138	1.562906e-02	5.153704e-01
139	1.585950e-02	5.191666e-01
140	1.608989e-02	5.229342e-01
141	1.632235e-02	5.267115e-01
