t_index	avg_L2_error	avg_relative_error
0	3.844434e-06	8.135607e-03
1	1.509960e-05	1.607721e-02
2	3.331260e-05	2.383924e-02
3	5.794903e-05	3.140896e-02
4	8.858633e-05	3.880548e-02
5	1.248630e-04	4.604519e-02
6	1.663656e-04	5.312738e-02
7	2.127474e-04	6.005875e-02
8	2.636447e-04	6.684021e-02
9	3.186667e-04	7.346851e-02
10	3.774727e-04	7.994511e-02
11	4.397617e-04	8.627366e-02
12	5.052745e-04	9.245958e-02
13	5.737490e-04	9.850602e-02
14	6.449472e-04	1.044165e-01
15	7.186593e-04	1.101952e-01
16	7.946934e-04	1.158461e-01
17	8.729043e-04	1.213750e-01
18	9.531704e-04	1.267882e-01
19	1.035399e-03	1.320924e-01
20	1.119488e-03	1.372926e-01
21	1.205350e-03	1.423937e-01
22	1.292932e-03	1.474018e-01
23	1.382182e-03	1.523219e-01
24	1.473045e-03	1.571584e-01
25	1.565462e-03	1.619147e-01
26	1.659378e-03	1.665942e-01
27	1.754742e-03	1.711998e-01
28	1.851496e-03	1.757338e-01
29	1.949593e-03	1.801987e-01
30	2.048974e-03	1.845961e-01
31	2.149576e-03	1.889272e-01
32	2.251328e-03	1.931928e-01
33	2.354159e-03	1.973934e-01
34	2.457998e-03	2.015294e-01
35	2.562765e-03	2.056009e-01
36	2.668385e-03	2.096082e-01
37	2.774786e-03	2.135515e-01
38	2.881903e-03	2.174314e-01
39	2.989669e-03	2.212485e-01
40	3.098028e-03	2.250036e-01
41	3.206938e-03	2.286982e-01
42	3.316360e-03	2.323340e-01
43	3.426257e-03	2.359125e-01
44	3.536600e-03	2.394353e-01
45	3.647361e-03	2.429044e-01
46	3.758505e-03	2.463211e-01
47	3.869996e-03	2.496865e-01
48	3.981799e-03	2.530019e-01
49	4.093873e-03	2.562682e-01
50	4.206176e-03	2.594861e-01
51	4.318651e-03	2.626560e-01
52	4.431246e-03	2.657782e-01
53	4.543908e-03	2.688529e-01
