t_index	avg_L2_error	avg_relative_error
0	2.733299e-05	2.097565e-02
1	9.678335e-05	3.946844e-02
2	1.964524e-04	5.631224e-02
3	3.196915e-04	7.199985e-02
4	4.625706e-04	8.684266e-02
5	6.227037e-04	1.010502e-01
6	7.986370e-04	1.147707e-01
7	9.895066e-04	1.281131e-01
8	1.194835e-03	1.411598e-01
9	1.414396e-03	1.539745e-01
10	1.648111e-03	1.666055e-01
11	1.895984e-03	1.790898e-01
12	2.158063e-03	1.914553e-01
13	2.434423e-03	2.037240e-01
14	2.725164e-03	2.159133e-01
15	3.030389e-03	2.280373e-01
16	3.350189e-03	2.401065e-01
17	3.684646e-03	2.521291e-01
18	4.033834e-03	2.641115e-01
19	4.397825e-03	2.760594e-01
20	4.776695e-03	2.879775e-01
21	5.170511e-03	2.998696e-01
22	5.579332e-03	3.117391e-01
23	6.003213e-03	3.235887e-01
24	6.442196e-03	3.354206e-01
25	6.896307e-03	3.472363e-01
26	7.365546e-03	3.590367e-01
27	7.849881e-03	3.708217e-01
28	8.349252e-03	3.825909e-01
29	8.863566e-03	3.943431e-01
30	9.392695e-03	4.060766e-01
31	9.936475e-03	4.177890e-01
32	1.049471e-02	4.294776e-01
33	1.106715e-02	4.411394e-01
34	1.165355e-02	4.527710e-01
35	1.225361e-02	4.643687e-01
36	1.286698e-02	4.759285e-01
37	1.349329e-02	4.874460e-01
38	1.413214e-02	4.989168e-01
39	1.478308e-02	5.103361e-01
40	1.544564e-02	5.216989e-01
41	1.611931e-02	5.330001e-01
42	1.680355e-02	5.442344e-01
43	1.749778e-02	5.553967e-01
44	1.820143e-02	5.664817e-01
45	1.891390e-02	5.774845e-01
46	1.963457e-02	5.884002e-01
47	2.036283e-02	5.992243e-01
48	2.109806e-02	6.099524e-01
49	2.183966e-02	6.205806e-01
50	2.258701e-02	6.311053e-01
51	2.333952e-02	6.415231e-01
52	2.409661e-02	6.518312e-01
53	2.485771e-02	6.620268e-01
54	2.562226e-02	6.721078e-01
55	2.638973e-02	6.820720e-01
56	2.715959e-02	6.919178e-01
57	2.793134e-02	7.016437e-01
58	2.870449e-02	7.112484e-01
59	2.947858e-02	7.207308e-01
60	3.025313e-02	7.300901e-01
