t_index	avg_L2_error	avg_relative_error
0	1.809119e-06	5.524742e-03
1	6.665504e-06	1.058629e-02
2	1.402624e-05	1.533951e-02
3	2.357499e-05	1.987220e-02
4	3.511696e-05	2.424210e-02
5	4.852652e-05	2.848842e-02
6	6.371968e-05	3.263883e-02
7	8.063903e-05	3.671360e-02
8	9.924386e-05	4.072777e-02
9	1.195035e-04	4.469258e-02
10	1.413946e-04	4.861675e-02
11	1.649006e-04	5.250757e-02
12	1.900119e-04	5.637152e-02
13	2.167232e-04	6.021417e-02
14	2.450301e-04	6.403988e-02
15	2.749269e-04	6.785171e-02
16	3.064070e-04	7.165181e-02
17	3.394642e-04	7.544178e-02
18	3.740938e-04	7.922294e-02
19	4.102925e-04	8.299635e-02
20	4.480573e-04	8.676280e-02
21	4.873857e-04	9.052292e-02
22	5.282757e-04	9.427720e-02
23	5.707259e-04	9.802609e-02
24	6.147347e-04	1.017700e-01
25	6.602998e-04	1.055090e-01
26	7.074179e-04	1.092435e-01
27	7.560846e-04	1.129734e-01
28	8.062933e-04	1.166985e-01
29	8.580338e-04	1.204185e-01
30	9.112916e-04	1.241325e-01
31	9.660477e-04	1.278396e-01
32	1.022279e-03	1.315385e-01
33	1.079959e-03	1.352278e-01
34	1.139057e-03	1.389061e-01
35	1.199540e-03	1.425718e-01
36	1.261371e-03	1.462232e-01
37	1.324512e-03	1.498589e-01
38	1.388922e-03	1.534772e-01
39	1.454562e-03	1.570767e-01
40	1.521391e-03	1.606563e-01
41	1.589374e-03	1.642151e-01
42	1.658479e-03	1.677525e-01
43	1.728679e-03	1.712685e-01
44	1.799956e-03	1.747632e-01
45	1.872298e-03	1.782375e-01
46	1.945697e-03	1.816924e-01
47	2.020155e-03	1.851291e-01
48	2.095678e-03	1.885493e-01
49	2.172278e-03	1.919546e-01
50	2.249970e-03	1.953468e-01
51	2.328774e-03	1.987280e-01
52	2.408710e-03	2.020998e-01
53	2.489803e-03	2.054642e-01
54	2.572074e-03	2.088227e-01
55	2.655548e-03	2.121770e-01
56	2.740245e-03	2.155282e-01
57	2.826180e-03	2.188775e-01
58	2.913368e-03	2.222255e-01
59	3.001815e-03	2.255727e-01
60	3.091524e-03	2.289192e-01
61	3.182489e-03	2.322648e-01
62	3.274702e-03	2.356091e-01
63	3.368147e-03	2.389515e-01
64	3.462805e-03	2.422911e-01
65	3.558650e-03	2.456270e-01
66	3.655657e-03	2.489580e-01
67	3.753793e-03	2.522831e-01
68	3.853028e-03	2.556011e-01
69	3.953328e-03	2.589108e-01
70	4.054660e-03	2.622112e-01
71	4.156990e-03	2.655011e-01
72	4.260288e-03	2.687797e-01
73	4.364523e-03	2.720462e-01
74	4.469671e-03	2.752999e-01
75	4.575708e-03	2.785403e-01
76	4.682616e-03	2.817671e-01
77	4.790382e-03	2.849801e-01
78	4.898997e-03	2.881794e-01
79	5.008456e-03	2.913651e-01
80	5.118761e-03	2.945376e-01
81	5.229917e-03	2.976972e-01
82	5.341934e-03	3.008446e-01
83	5.454828e-03	3.039805e-01
84	5.568616e-03	3.071055e-01
85	5.683321e-03	3.102205e-01
86	5.798970e-03	3.133264e-01
87	5.915594e-03	3.164241e-01
88	6.033226e-03	3.195147e-01
89	6.151906e-03	3.225993e-01
90	6.271673e-03	3.256790e-01
91	6.392574e-03	3.287550e-01
92	6.514654e-03	3.318284e-01
93	6.637961e-03	3.349005e-01
94	6.762546e-03	3.379725e-01
95	6.888460e-03	3.410455e-01
96	7.015754e-03	3.441207e-01
97	7.144476e-03	3.471991e-01
98	7.274674e-03	3.502817e-01
99	7.406391e-03	3.533693e-01
100	7.539667e-03	3.564626e-01
101	7.674534e-03	3.595621e-01
102	7.811021e-03	3.626680e-01
103	7.949148e-03	3.657807e-01
104	8.088932e-03	3.688999e-01
105	8.230383e-03	3.720257e-01
106	8.373508e-03	3.751579e-01
107	8.518312e-03	3.782960e-01
108	8.664798e-03	3.814400e-01
109	8.812970e-03	3.845894e-01
110	8.962834e-03	3.877442e-01
111	9.114402e-03	3.909043e-01
112	9.267690e-03	3.940696e-01
113	9.422720e-03	3.972404e-01
114	9.579524e-03	4.004170e-01
115	9.738140e-03	4.036000e-01
116	9.898613e-03	4.067900e-01
117	1.006100e-02	4.099880e-01
118	1.022535e-02	4.131947e-01
119	1.039174e-02	4.164112e-01
120	1.056022e-02	4.196386e-01
121	1.073089e-02	4.228780e-01
122	1.090380e-02	4.261305e-01
123	1.107903e-02	4.293972e-01
124	1.125667e-02	4.326791e-01
125	1.143677e-02	4.359773e-01
126	1.161941e-02	4.392926e-01
127	1.180468e-02	4.426260e-01
128	1.199263e-02	4.459784e-01
129	1.218334e-02	4.493506e-01
130	1.237690e-02	4.527435e-01
131	1.257336e-02	4.561577e-01
132	1.277281e-02	4.595941e-01
133	1.297532e-02	4.630535e-01
134	1.318097e-02	4.665364e-01
135	1.338983e-02	4.700436e-01
136	1.360197e-02	4.735756e-01
137	1.381745e-02	4.771328e-01
138	1.403635e-02	4.807156e-01
139	1.425872e-02	4.843241e-01
140	1.448460e-02	4.879584e-01
141	1.471403e-02	4.916183e-01
142	1.494705e-02	4.953036e-01
143	1.518368e-02	4.990138e-01
144	1.542393e-02	5.027482e-01
145	1.566781e-02	5.065062e-01
146	1.591531e-02	5.102870e-01
147	1.616643e-02	5.140896e-01
148	1.642116e-02	5.179133e-01
149	1.667949e-02	5.217570e-01
150	1.694140e-02	5.256198e-01
151	1.720687e-02	5.295010e-01
152	1.747590e-02	5.333998e-01
153	1.774847e-02	5.373154e-01
154	1.802458e-02	5.412472e-01
155	1.830421e-02	5.451947e-01
156	1.858737e-02	5.491573e-01
157	1.887404e-02	5.531346e-01
